"","landscape","site","year","uniqueID","spring.start","spring.end","spring.gap.start","spring.gap.end","spring.exposure","summer.start","summer.end","summer.gap.start","summer.gap.end","summer.exposure","total.exposure","honey.bee.abund","richness","total.abundance"
"374","WAN","WAN10",2013,"WAN102013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,46,27,62
"375","WAN","WAN11",2013,"WAN112013",2013-04-30,2013-05-28,NA,NA,28,2013-08-20,2013-09-03,NA,NA,14,42,2,6,21
"376","WAN","WAN12",2013,"WAN122013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,11,31,138
"377","WAN","WAN13",2013,"WAN132013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,331,23,83
"378","WAN","WAN14",2013,"WAN142013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-17,NA,NA,42,84,53,28,69
"379","WAN","WAN15",2013,"WAN152013",2013-04-30,2013-06-11,NA,NA,42,2013-08-06,2013-09-03,NA,NA,28,70,4,20,45
"380","WAN","WAN16",2013,"WAN162013",2013-04-30,2013-06-11,NA,NA,42,2013-08-20,2013-09-03,NA,NA,14,56,1,24,93
"381","FBG","FBG01",2014,"FBG012014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,6,39,130
"382","FBG","FBG02",2014,"FBG022014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,20,52,175
"383","FBG","FBG03",2014,"FBG032014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,2014-08-26,2014-07-14,27,69,2,22,77
"384","FBG","FBG04",2014,"FBG042014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,6,28,95
"385","FBG","FBG05",2014,"FBG052014",2014-04-14,2014-05-26,NA,NA,42,2014-07-28,2014-08-26,NA,NA,29,71,7,25,58
"386","FBG","FBG06",2014,"FBG062014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7,32,120
"387","FBG","FBG07",2014,"FBG072014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,13,41,202
"388","FBG","FBG08",2014,"FBG082014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,0,26,117
"389","FBG","FBG09",2014,"FBG092014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7,49,254
"390","FBG","FBG10",2014,"FBG102014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7,43,110
"391","FBG","FBG11",2014,"FBG112014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,4,29,94
"392","FBG","FBG12",2014,"FBG122014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,4,36,86
"393","FBG","FBG13",2014,"FBG132014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,12,48,146
"394","FBG","FBG14",2014,"FBG142014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7,38,105
"395","FBG","FBG15",2014,"FBG152014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7,40,114
"396","FBG","FBG16",2014,"FBG162014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,6,27,68
"397","GFH","GFH01",2014,"GFH012014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-12,NA,NA,29,71,2,12,37
"398","GFH","GFH02",2014,"GFH022014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-07-30,NA,NA,16,58,1,20,75
"399","GFH","GFH03",2014,"GFH032014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,17,36,125
"400","GFH","GFH04",2014,"GFH042014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,18,21,45
"401","GFH","GFH05",2014,"GFH052014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-12,NA,NA,29,71,5,24,59
"402","GFH","GFH06",2014,"GFH062014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,0,19,40
"403","GFH","GFH07",2014,"GFH072014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,9,17,44
"404","GFH","GFH08",2014,"GFH082014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,15,10,17
"405","GFH","GFH09",2014,"GFH092014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,5,11,22
"406","GFH","GFH10",2014,"GFH102014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-07-30,NA,NA,16,58,1,23,85
"407","GFH","GFH11",2014,"GFH112014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,14,25,51
"408","GFH","GFH12",2014,"GFH122014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,30,23,43
"409","GFH","GFH13",2014,"GFH132014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,9,21,37
"410","GFH","GFH14",2014,"GFH142014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,3,30,80
"411","GFH","GFH15",2014,"GFH152014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,51,22,45
"412","GFH","GFH16",2014,"GFH162014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-12,NA,NA,29,71,5,42,150
"413","HAR","HAR01",2014,"HAR012014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-14,NA,NA,30,72,0,36,138
"414","HAR","HAR02",2014,"HAR022014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-14,NA,NA,30,72,1,24,125
"415","HAR","HAR03",2014,"HAR032014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,8,19,59
"416","HAR","HAR04",2014,"HAR042014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,5,14,28
"417","HAR","HAR05",2014,"HAR052014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,19,38,231
"418","HAR","HAR06",2014,"HAR062014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,14,24,73
"419","HAR","HAR07",2014,"HAR072014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,20,18,98
"420","HAR","HAR08",2014,"HAR082014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,4,15,142
"421","HAR","HAR09",2014,"HAR092014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,7,27,100
"422","HAR","HAR10",2014,"HAR102014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,36,34,697
"423","HAR","HAR11",2014,"HAR112014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-14,NA,NA,30,72,196,19,36
"424","HAR","HAR12",2014,"HAR122014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,25,34,133
"425","HAR","HAR13",2014,"HAR132014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,27,24,63
"426","HAR","HAR14",2014,"HAR142014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,26,21,59
"427","HAR","HAR15",2014,"HAR152014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,16,20,41
"428","HAR","HAR16",2014,"HAR162014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,381,35,99
"429","SIP","SIP01",2014,"SIP012014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,1,23,82
"430","SIP","SIP02",2014,"SIP022014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,10,38,154
"431","SIP","SIP03",2014,"SIP032014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,0,35,87
"432","SIP","SIP05",2014,"SIP052014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,0,14,39
"433","SIP","SIP06",2014,"SIP062014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,1,18,50
"434","SIP","SIP07",2014,"SIP072014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-12,NA,NA,29,71,3,17,27
"435","SIP","SIP08",2014,"SIP082014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,0,22,67
"436","SIP","SIP09",2014,"SIP092014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-07-30,NA,NA,16,58,0,18,52
"437","SIP","SIP10",2014,"SIP102014",2014-04-16,2014-05-28,NA,NA,42,2014-07-30,2014-08-12,NA,NA,13,55,0,12,42
"438","SIP","SIP11",2014,"SIP112014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,2,10,31
"439","SIP","SIP12",2014,"SIP122014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,3,16,70
"440","SIP","SIP13",2014,"SIP132014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-07-30,NA,NA,16,58,0,18,34
"441","SIP","SIP14",2014,"SIP142014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,1,18,67
"442","SIP","SIP15",2014,"SIP152014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,4,21,55
"443","SIP","SIP16",2014,"SIP162014",2014-04-16,2014-05-28,NA,NA,42,2014-07-30,2014-08-27,NA,NA,28,70,2,13,30
"444","SST","SST01",2014,"SST012014",2014-04-28,2014-05-26,NA,NA,28,2014-07-14,2014-08-26,NA,NA,43,71,5,37,115
"445","SST","SST02",2014,"SST022014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,1,26,102
"446","SST","SST03",2014,"SST032014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,14,18,38
"447","SST","SST04",2014,"SST042014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,31,26,66
"448","SST","SST05",2014,"SST052014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,10,45,120
"449","SST","SST06",2014,"SST062014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,3,20,70
"450","SST","SST07",2014,"SST072014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,2,21,42
"451","SST","SST08",2014,"SST082014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,6,31,64
"452","SST","SST09",2014,"SST092014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,1,23,50
"453","SST","SST10",2014,"SST102014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,31,34,172
"454","SST","SST11",2014,"SST112014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-13,NA,NA,30,72,0,24,86
"455","SST","SST12",2014,"SST122014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,2014-08-26,2014-07-14,27,69,1,13,42
"456","SST","SST13",2014,"SST132014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,8,35,119
"457","SST","SST14",2014,"SST142014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-13,NA,NA,30,72,1,20,128
"458","SST","SST15",2014,"SST152014",2014-04-14,2014-05-26,NA,NA,42,2014-07-28,2014-08-13,NA,NA,16,58,2,14,78
"459","SST","SST16",2014,"SST162014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,2014-08-26,2014-07-14,27,69,1,16,47
"460","WAN","WAN01",2014,"WAN012014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,12,35,171
"461","WAN","WAN02",2014,"WAN022014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,11,27,80
"462","WAN","WAN03",2014,"WAN032014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,10,16,28
"463","WAN","WAN04",2014,"WAN042014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,6,24,66
"464","WAN","WAN05",2014,"WAN052014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,2,23,62
"465","WAN","WAN06",2014,"WAN062014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,15,22,40
"466","WAN","WAN07",2014,"WAN072014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,12,12,22
"467","WAN","WAN08",2014,"WAN082014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,1,18,67
"468","WAN","WAN09",2014,"WAN092014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,4,26,103
"469","WAN","WAN10",2014,"WAN102014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,7,27,59
"470","WAN","WAN11",2014,"WAN112014",2014-04-15,2014-05-13,NA,NA,28,2014-07-15,2014-08-25,NA,NA,41,69,3,8,19
"471","WAN","WAN12",2014,"WAN122014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,32,26,88
"472","WAN","WAN13",2014,"WAN132014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,6,17,118
"473","WAN","WAN14",2014,"WAN142014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,7,29,53
"474","WAN","WAN15",2014,"WAN152014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,5,18,44
"475","WAN","WAN16",2014,"WAN162014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,5,15,32
"476","FBG","FBG01",2015,"FBG012015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,3,42,124
"477","FBG","FBG02",2015,"FBG022015",2015-04-20,2015-06-01,2015-05-04,2015-05-18,28,2015-07-23,2015-09-02,NA,NA,41,69,18,36,84
"478","FBG","FBG03",2015,"FBG032015",2015-04-20,2015-06-01,NA,NA,42,2015-08-03,2015-09-02,NA,NA,30,72,1,21,94
"479","FBG","FBG04",2015,"FBG042015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,5,31,538
"480","FBG","FBG05",2015,"FBG052015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,7,34,219
"481","FBG","FBG06",2015,"FBG062015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,7,36,243
"482","FBG","FBG07",2015,"FBG072015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,1,30,117
"483","FBG","FBG08",2015,"FBG082015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0,20,50
"484","FBG","FBG09",2015,"FBG092015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,3,38,237
"485","FBG","FBG10",2015,"FBG102015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,4,50,355
"486","FBG","FBG11",2015,"FBG112015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2,25,87
"487","FBG","FBG12",2015,"FBG122015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,5,30,83
"488","FBG","FBG13",2015,"FBG132015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,22,57,260
"489","FBG","FBG14",2015,"FBG142015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,4,22,64
"490","FBG","FBG15",2015,"FBG152015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2,25,75
"491","FBG","FBG16",2015,"FBG162015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,5,28,74
"492","GFH","GFH01",2015,"GFH012015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-08-20,NA,NA,30,73,0,9,25
"493","GFH","GFH02",2015,"GFH022015",2015-04-21,2015-06-03,NA,NA,43,2015-08-04,2015-09-01,NA,NA,28,71,2,18,147
"494","GFH","GFH03",2015,"GFH032015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,6,25,159
"495","GFH","GFH04",2015,"GFH042015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,4,33,109
"496","GFH","GFH05",2015,"GFH052015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,9,23,88
"497","GFH","GFH06",2015,"GFH062015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,1,16,25
"498","GFH","GFH07",2015,"GFH072015",2015-04-21,2015-05-19,NA,NA,28,2015-07-21,2015-09-01,NA,NA,42,70,5,12,18
"499","GFH","GFH08",2015,"GFH082015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,6,11,15
"500","GFH","GFH09",2015,"GFH092015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,3,10,27
"501","GFH","GFH10",2015,"GFH102015",2015-04-21,2015-06-03,NA,NA,43,2015-08-04,2015-09-01,NA,NA,28,71,4,26,71
"502","GFH","GFH11",2015,"GFH112015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,12,29,137
"503","GFH","GFH12",2015,"GFH122015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,13,20,36
"504","GFH","GFH13",2015,"GFH132015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,22,17,24
"505","GFH","GFH14",2015,"GFH142015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,4,24,79
"506","GFH","GFH15",2015,"GFH152015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,26,26,46
"507","GFH","GFH16",2015,"GFH162015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,22,23,49
"508","HAR","HAR01",2015,"HAR012015",2015-05-06,2015-06-02,NA,NA,27,2015-07-22,2015-08-31,NA,NA,40,67,2,20,39
"509","HAR","HAR02",2015,"HAR022015",2015-04-22,2015-06-02,NA,NA,41,2015-08-05,2015-08-31,NA,NA,26,67,2,17,323
"510","HAR","HAR03",2015,"HAR032015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,3,20,49
"511","HAR","HAR04",2015,"HAR042015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,2015-08-05,2015-08-18,27,68,1,17,41
"512","HAR","HAR05",2015,"HAR052015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,18,41,529
"513","HAR","HAR06",2015,"HAR062015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,255,36,105
"514","HAR","HAR07",2015,"HAR072015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,5,17,54
"515","HAR","HAR08",2015,"HAR082015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,4,9,68
"516","HAR","HAR09",2015,"HAR092015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,7,38,122
"517","HAR","HAR10",2015,"HAR102015",2015-04-22,2015-06-02,2015-05-06,2015-05-20,27,2015-07-22,2015-08-31,NA,NA,40,67,5,28,89
"518","HAR","HAR11",2015,"HAR112015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-05,NA,NA,14,55,49,13,30
"519","HAR","HAR12",2015,"HAR122015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,15,20,74
"520","HAR","HAR13",2015,"HAR132015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,10,19,39
"521","HAR","HAR14",2015,"HAR142015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-18,NA,NA,27,68,15,22,79
"522","HAR","HAR15",2015,"HAR152015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,23,31,98
"523","HAR","HAR16",2015,"HAR162015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,21,44,145
"524","SIP","SIP01",2015,"SIP012015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-08-20,NA,NA,30,73,0,25,139
"525","SIP","SIP02",2015,"SIP022015",2015-04-21,2015-06-03,2015-05-05,2015-05-19,29,2015-07-21,2015-09-01,NA,NA,42,71,1,29,113
"526","SIP","SIP03",2015,"SIP032015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,2,31,76
"527","SIP","SIP05",2015,"SIP052015",2015-04-21,2015-06-03,2015-05-05,2015-05-19,29,2015-07-21,2015-09-01,2015-08-04,2015-08-20,26,55,0,14,59
"528","SIP","SIP06",2015,"SIP062015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,17,23,137
"529","SIP","SIP07",2015,"SIP072015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,2015-08-04,2015-08-20,26,69,6,29,161
"530","SIP","SIP08",2015,"SIP082015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0,27,201
"531","SIP","SIP09",2015,"SIP092015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0,23,271
"532","SIP","SIP10",2015,"SIP102015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,2015-08-04,2015-08-20,26,69,0,20,46
"533","SIP","SIP11",2015,"SIP112015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0,22,87
"534","SIP","SIP12",2015,"SIP122015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,1,25,83
"535","SIP","SIP13",2015,"SIP132015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0,13,36
"536","SIP","SIP14",2015,"SIP142015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0,20,108
"537","SIP","SIP15",2015,"SIP152015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,1,23,114
"538","SIP","SIP16",2015,"SIP162015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,4,26,141
"539","SST","SST01",2015,"SST012015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0,32,104
"540","SST","SST02",2015,"SST022015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0,31,332
"541","SST","SST03",2015,"SST032015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2,31,130
"542","SST","SST04",2015,"SST042015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,20,33,74
"543","SST","SST05",2015,"SST052015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0,24,64
"544","SST","SST06",2015,"SST062015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,2015-08-03,2015-08-17,27,69,0,18,59
"545","SST","SST07",2015,"SST072015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2,22,66
"546","SST","SST08",2015,"SST082015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,9,27,141
"547","SST","SST09",2015,"SST092015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0,24,92
"548","SST","SST10",2015,"SST102015",2015-04-20,2015-06-01,NA,NA,42,2015-08-03,2015-09-02,NA,NA,30,72,2,23,176
"549","SST","SST11",2015,"SST112015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2,26,214
"550","SST","SST12",2015,"SST122015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0,24,205
"551","SST","SST13",2015,"SST132015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,2015-08-03,2015-08-17,27,69,0,33,181
"552","SST","SST14",2015,"SST142015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,1,19,80
"553","SST","SST15",2015,"SST152015",2015-04-20,2015-06-01,NA,NA,42,2015-08-03,2015-09-02,NA,NA,30,72,0,22,347
"554","SST","SST16",2015,"SST162015",2015-04-20,2015-06-01,2015-05-04,2015-05-18,28,2015-07-23,2015-09-02,NA,NA,41,69,0,14,31
"555","WAN","WAN01",2015,"WAN012015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,73,34,164
"556","WAN","WAN02",2015,"WAN022015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,19,16,99
"557","WAN","WAN03",2015,"WAN032015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,8,12,33
"558","WAN","WAN04",2015,"WAN042015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,5,12,44
"559","WAN","WAN05",2015,"WAN052015",2015-04-22,2015-06-02,NA,NA,41,2015-08-05,2015-08-31,NA,NA,26,67,5,15,28
