"","LocTrap","year","season"
"1720","FBG16",2019,"spring"
"1721","FBG16",2019,"summer"
"1722","GFH01",2019,"spring"
"1723","GFH01",2019,"summer"
"1724","GFH02",2019,"spring"
"1725","GFH02",2019,"summer"
"1726","GFH03",2019,"spring"
"1727","GFH03",2019,"summer"
"1728","GFH04",2019,"spring"
"1729","GFH04",2019,"summer"
"1730","GFH05",2019,"spring"
"1731","GFH05",2019,"summer"
"1732","GFH06",2019,"spring"
"1733","GFH06",2019,"summer"
"1734","GFH07",2019,"spring"
"1735","GFH07",2019,"summer"
"1736","GFH08",2019,"spring"
"1737","GFH08",2019,"summer"
"1738","GFH09",2019,"spring"
"1739","GFH09",2019,"summer"
"1740","GFH10",2019,"spring"
"1741","GFH10",2019,"summer"
"1742","GFH11",2019,"spring"
"1743","GFH11",2019,"summer"
"1744","GFH12",2019,"spring"
"1745","GFH12",2019,"summer"
"1746","GFH13",2019,"spring"
"1747","GFH13",2019,"summer"
"1748","GFH14",2019,"spring"
"1749","GFH14",2019,"summer"
"1750","GFH15",2019,"spring"
"1751","GFH15",2019,"summer"
"1752","GFH16",2019,"spring"
"1753","GFH16",2019,"summer"
"1754","HAR01",2019,"spring"
"1755","HAR01",2019,"summer"
"1756","HAR02",2019,"spring"
"1757","HAR02",2019,"summer"
"1758","HAR03",2019,"spring"
"1759","HAR03",2019,"summer"
"1760","HAR04",2019,"spring"
"1761","HAR04",2019,"summer"
"1762","HAR05",2019,"spring"
"1763","HAR05",2019,"summer"
"1764","HAR06",2019,"spring"
"1765","HAR06",2019,"summer"
"1766","HAR07",2019,"spring"
"1767","HAR07",2019,"summer"
"1768","HAR08",2019,"spring"
"1769","HAR08",2019,"summer"
"1770","HAR09",2019,"spring"
"1771","HAR09",2019,"summer"
"1772","HAR10",2019,"spring"
"1773","HAR10",2019,"summer"
"1774","HAR11",2019,"spring"
"1775","HAR11",2019,"summer"
"1776","HAR12",2019,"spring"
"1777","HAR12",2019,"summer"
"1778","HAR13",2019,"spring"
"1779","HAR13",2019,"summer"
"1780","HAR14",2019,"spring"
"1781","HAR14",2019,"summer"
"1782","HAR15",2019,"spring"
"1783","HAR15",2019,"summer"
"1784","HAR16",2019,"spring"
"1785","HAR16",2019,"summer"
"1786","SIP01",2019,"spring"
"1787","SIP01",2019,"summer"
"1788","SIP02",2019,"spring"
"1789","SIP02",2019,"summer"
"1790","SIP03",2019,"spring"
"1791","SIP03",2019,"summer"
"1792","SIP05",2019,"spring"
"1793","SIP05",2019,"summer"
"1794","SIP06",2019,"spring"
"1795","SIP06",2019,"summer"
"1796","SIP07",2019,"spring"
"1797","SIP07",2019,"summer"
"1798","SIP08",2019,"spring"
"1799","SIP08",2019,"summer"
"1800","SIP09",2019,"spring"
"1801","SIP09",2019,"summer"
"1802","SIP10",2019,"spring"
"1803","SIP10",2019,"summer"
"1804","SIP11",2019,"spring"
"1805","SIP11",2019,"summer"
"1806","SIP12",2019,"spring"
"1807","SIP12",2019,"summer"
"1808","SIP13",2019,"spring"
"1809","SIP13",2019,"summer"
"1810","SIP14",2019,"spring"
"1811","SIP14",2019,"summer"
"1812","SIP15",2019,"spring"
"1813","SIP15",2019,"summer"
"1814","SIP16",2019,"spring"
"1815","SIP16",2019,"summer"
"1816","SST01",2019,"spring"
"1817","SST01",2019,"summer"
"1818","SST02",2019,"spring"
"1819","SST02",2019,"summer"
"1820","SST03",2019,"spring"
"1821","SST03",2019,"summer"
"1822","SST04",2019,"spring"
"1823","SST04",2019,"summer"
"1824","SST05",2019,"spring"
"1825","SST05",2019,"summer"
"1826","SST06",2019,"spring"
"1827","SST06",2019,"summer"
"1828","SST07",2019,"spring"
"1829","SST07",2019,"summer"
"1830","SST08",2019,"spring"
"1831","SST08",2019,"summer"
"1832","SST09",2019,"spring"
"1833","SST09",2019,"summer"
"1834","SST10",2019,"spring"
"1835","SST10",2019,"summer"
"1836","SST11",2019,"spring"
"1837","SST11",2019,"summer"
"1838","SST12",2019,"spring"
"1839","SST12",2019,"summer"
"1840","SST13",2019,"spring"
"1841","SST13",2019,"summer"
"1842","SST14",2019,"spring"
"1843","SST14",2019,"summer"
"1844","SST15",2019,"spring"
"1845","SST15",2019,"summer"
"1846","SST16",2019,"spring"
"1847","SST16",2019,"summer"
"1848","WAN01",2019,"spring"
"1849","WAN01",2019,"summer"
"1850","WAN02",2019,"spring"
"1851","WAN02",2019,"summer"
"1852","WAN03",2019,"spring"
"1853","WAN03",2019,"summer"
"1854","WAN04",2019,"spring"
"1855","WAN04",2019,"summer"
"1856","WAN05",2019,"spring"
"1857","WAN05",2019,"summer"
"1858","WAN06",2019,"spring"
"1859","WAN06",2019,"summer"
"1860","WAN07",2019,"spring"
"1861","WAN07",2019,"summer"
"1862","WAN08",2019,"spring"
"1863","WAN08",2019,"summer"
"1864","WAN09",2019,"spring"
"1865","WAN09",2019,"summer"
"1866","WAN10",2019,"spring"
"1867","WAN10",2019,"summer"
"1868","WAN11",2019,"spring"
"1869","WAN11",2019,"summer"
"1870","WAN12",2019,"spring"
"1871","WAN12",2019,"summer"
"1872","WAN13",2019,"spring"
"1873","WAN13",2019,"summer"
"1874","WAN14",2019,"spring"
"1875","WAN14",2019,"summer"
"1876","WAN15",2019,"spring"
"1877","WAN15",2019,"summer"
"1878","WAN16",2019,"spring"
"1879","WAN16",2019,"summer"
"1880","FBG01",2020,"spring"
"1881","FBG01",2020,"summer"
"1882","FBG02",2020,"spring"
"1883","FBG02",2020,"summer"
"1884","FBG03",2020,"spring"
"1885","FBG03",2020,"summer"
"1886","FBG04",2020,"spring"
"1887","FBG04",2020,"summer"
"1888","FBG05",2020,"spring"
"1889","FBG05",2020,"summer"
"1890","FBG06",2020,"spring"
"1891","FBG06",2020,"summer"
"1892","FBG07",2020,"spring"
"1893","FBG07",2020,"summer"
"1894","FBG08",2020,"spring"
"1895","FBG08",2020,"summer"
"1896","FBG09",2020,"spring"
"1897","FBG09",2020,"summer"
"1898","FBG10",2020,"spring"
"1899","FBG10",2020,"summer"
"1900","FBG11",2020,"spring"
"1901","FBG11",2020,"summer"
"1902","FBG12",2020,"spring"
"1903","FBG12",2020,"summer"
"1904","FBG13",2020,"spring"
"1905","FBG13",2020,"summer"
"1906","FBG14",2020,"spring"
"1907","FBG14",2020,"summer"
"1908","FBG15",2020,"spring"
"1909","FBG15",2020,"summer"
"1910","FBG16",2020,"spring"
"1911","FBG16",2020,"summer"
"1912","GFH01",2020,"spring"
"1913","GFH01",2020,"summer"
"1914","GFH02",2020,"spring"
"1915","GFH02",2020,"summer"
"1916","GFH03",2020,"spring"
"1917","GFH03",2020,"summer"
"1918","GFH04",2020,"spring"
"1919","GFH04",2020,"summer"
"1920","GFH05",2020,"spring"
"1921","GFH05",2020,"summer"
"1922","GFH06",2020,"spring"
"1923","GFH06",2020,"summer"
"1924","GFH07",2020,"spring"
"1925","GFH07",2020,"summer"
"1926","GFH08",2020,"spring"
"1927","GFH08",2020,"summer"
"1928","GFH09",2020,"spring"
"1929","GFH09",2020,"summer"
"1930","GFH10",2020,"spring"
"1931","GFH10",2020,"summer"
"1932","GFH11",2020,"spring"
"1933","GFH11",2020,"summer"
"1934","GFH12",2020,"spring"
"1935","GFH12",2020,"summer"
"1936","GFH13",2020,"spring"
"1937","GFH13",2020,"summer"
"1938","GFH14",2020,"spring"
"1939","GFH14",2020,"summer"
"1940","GFH15",2020,"spring"
"1941","GFH15",2020,"summer"
"1942","GFH16",2020,"spring"
"1943","GFH16",2020,"summer"
"1944","HAR01",2020,"spring"
"1945","HAR01",2020,"summer"
"1946","HAR02",2020,"spring"
"1947","HAR02",2020,"summer"
"1948","HAR03",2020,"spring"
"1949","HAR03",2020,"summer"
"1950","HAR04",2020,"spring"
"1951","HAR04",2020,"summer"
"1952","HAR05",2020,"spring"
"1953","HAR05",2020,"summer"
"1954","HAR06",2020,"spring"
"1955","HAR06",2020,"summer"
"1956","HAR07",2020,"spring"
"1957","HAR07",2020,"summer"
"1958","HAR08",2020,"spring"
"1959","HAR08",2020,"summer"
"1960","HAR09",2020,"spring"
"1961","HAR09",2020,"summer"
"1962","HAR10",2020,"spring"
"1963","HAR10",2020,"summer"
"1964","HAR11",2020,"spring"
"1965","HAR11",2020,"summer"
"1966","HAR12",2020,"spring"
"1967","HAR12",2020,"summer"
"1968","HAR13",2020,"spring"
"1969","HAR13",2020,"summer"
"1970","HAR14",2020,"spring"
"1971","HAR14",2020,"summer"
"1972","HAR15",2020,"spring"
"1973","HAR15",2020,"summer"
"1974","HAR16",2020,"spring"
"1975","HAR16",2020,"summer"
"1976","SIP01",2020,"spring"
"1977","SIP01",2020,"summer"
"1978","SIP02",2020,"spring"
"1979","SIP02",2020,"summer"
"1980","SIP03",2020,"spring"
"1981","SIP03",2020,"summer"
"1982","SIP05",2020,"spring"
"1983","SIP05",2020,"summer"
"1984","SIP06",2020,"spring"
"1985","SIP06",2020,"summer"
"1986","SIP07",2020,"spring"
"1987","SIP07",2020,"summer"
"1988","SIP08",2020,"spring"
"1989","SIP08",2020,"summer"
"1990","SIP09",2020,"spring"
"1991","SIP09",2020,"summer"
"1992","SIP10",2020,"spring"
"1993","SIP10",2020,"summer"
"1994","SIP11",2020,"summer"
"1995","SIP12",2020,"spring"
"1996","SIP12",2020,"summer"
"1997","SIP13",2020,"spring"
"1998","SIP13",2020,"summer"
"1999","SIP14",2020,"spring"
"2000","SIP14",2020,"summer"
"2001","SIP15",2020,"spring"
"2002","SIP15",2020,"summer"
"2003","SIP16",2020,"spring"
"2004","SIP16",2020,"summer"
"2005","SST01",2020,"spring"
"2006","SST01",2020,"summer"
"2007","SST02",2020,"spring"
"2008","SST02",2020,"summer"
"2009","SST03",2020,"spring"
"2010","SST03",2020,"summer"
"2011","SST04",2020,"spring"
"2012","SST04",2020,"summer"
"2013","SST05",2020,"spring"
"2014","SST05",2020,"summer"
"2015","SST06",2020,"spring"
"2016","SST06",2020,"summer"
"2017","SST07",2020,"spring"
"2018","SST07",2020,"summer"
"2019","SST08",2020,"spring"
"2020","SST08",2020,"summer"
"2021","SST09",2020,"spring"
"2022","SST09",2020,"summer"
"2023","SST10",2020,"spring"
"2024","SST10",2020,"summer"
"2025","SST11",2020,"spring"
"2026","SST11",2020,"summer"
"2027","SST12",2020,"spring"
"2028","SST12",2020,"summer"
"2029","SST13",2020,"spring"
"2030","SST13",2020,"summer"
"2031","SST14",2020,"spring"
"2032","SST14",2020,"summer"
"2033","SST15",2020,"spring"
"2034","SST15",2020,"summer"
"2035","SST16",2020,"spring"
"2036","SST16",2020,"summer"
"2037","WAN01",2020,"spring"
"2038","WAN01",2020,"summer"
"2039","WAN02",2020,"spring"
"2040","WAN02",2020,"summer"
"2041","WAN03",2020,"spring"
"2042","WAN03",2020,"summer"
"2043","WAN04",2020,"spring"
"2044","WAN04",2020,"summer"
"2045","WAN05",2020,"spring"
"2046","WAN05",2020,"summer"
"2047","WAN06",2020,"spring"
"2048","WAN06",2020,"summer"
"2049","WAN07",2020,"spring"
"2050","WAN07",2020,"summer"
"2051","WAN08",2020,"spring"
"2052","WAN08",2020,"summer"
"2053","WAN09",2020,"spring"
"2054","WAN09",2020,"summer"
"2055","WAN10",2020,"spring"
"2056","WAN10",2020,"summer"
"2057","WAN11",2020,"spring"
"2058","WAN11",2020,"summer"
"2059","WAN12",2020,"spring"
"2060","WAN12",2020,"summer"
"2061","WAN13",2020,"spring"
"2062","WAN13",2020,"summer"
"2063","WAN14",2020,"spring"
"2064","WAN14",2020,"summer"
"2065","WAN15",2020,"spring"
"2066","WAN15",2020,"summer"
"2067","WAN16",2020,"spring"
"2068","WAN16",2020,"summer"
"2069","FBG01",2021,"spring"
"2070","FBG01",2021,"summer"
"2071","FBG02",2021,"spring"
"2072","FBG02",2021,"summer"
"2073","FBG02*",2021,"spring"
"2074","FBG03",2021,"spring"
"2075","FBG03",2021,"summer"
"2076","FBG04",2021,"spring"
"2077","FBG04",2021,"summer"
"2078","FBG05",2021,"spring"
"2079","FBG05",2021,"summer"
"2080","FBG06",2021,"spring"
"2081","FBG06",2021,"summer"
"2082","FBG07",2021,"spring"
"2083","FBG07",2021,"summer"
"2084","FBG08",2021,"spring"
"2085","FBG08",2021,"summer"
"2086","FBG09",2021,"spring"
"2087","FBG09",2021,"summer"
"2088","FBG10",2021,"spring"
"2089","FBG10",2021,"summer"
"2090","FBG11",2021,"spring"
"2091","FBG11",2021,"summer"
"2092","FBG12",2021,"spring"
"2093","FBG12",2021,"summer"
"2094","FBG13",2021,"spring"
"2095","FBG13",2021,"summer"
"2096","FBG14",2021,"spring"
"2097","FBG14",2021,"summer"
"2098","FBG15",2021,"spring"
"2099","FBG15",2021,"summer"
"2100","FBG16",2021,"spring"
"2101","FBG16",2021,"summer"
"2102","GFH01",2021,"spring"
"2103","GFH01",2021,"summer"
"2104","GFH02",2021,"spring"
"2105","GFH02",2021,"summer"
"2106","GFH03",2021,"spring"
"2107","GFH03",2021,"summer"
"2108","GFH04",2021,"spring"
"2109","GFH04",2021,"summer"
"2110","GFH05",2021,"spring"
"2111","GFH05",2021,"summer"
"2112","GFH06",2021,"spring"
"2113","GFH06",2021,"summer"
"2114","GFH07",2021,"spring"
"2115","GFH07",2021,"summer"
"2116","GFH08",2021,"spring"
"2117","GFH08",2021,"summer"
"2118","GFH09",2021,"spring"
"2119","GFH09",2021,"summer"
"2120","GFH10",2021,"spring"
"2121","GFH10",2021,"summer"
"2122","GFH11",2021,"spring"
"2123","GFH11",2021,"summer"
"2124","GFH12",2021,"spring"
"2125","GFH12",2021,"summer"
"2126","GFH13",2021,"spring"
"2127","GFH13",2021,"summer"
"2128","GFH14",2021,"spring"
"2129","GFH14",2021,"summer"
"2130","GFH15",2021,"spring"
"2131","GFH15",2021,"summer"
"2132","GFH16",2021,"spring"
"2133","GFH16",2021,"summer"
"2134","HAR01",2021,"spring"
"2135","HAR01",2021,"summer"
"2136","HAR02",2021,"spring"
"2137","HAR02",2021,"summer"
"2138","HAR03",2021,"spring"
"2139","HAR03",2021,"summer"
"2140","HAR04",2021,"spring"
"2141","HAR04",2021,"summer"
"2142","HAR05",2021,"spring"
"2143","HAR05",2021,"summer"
"2144","HAR06",2021,"spring"
"2145","HAR06",2021,"summer"
"2146","HAR07",2021,"spring"
"2147","HAR07",2021,"summer"
"2148","HAR08",2021,"spring"
"2149","HAR08",2021,"summer"
"2150","HAR09",2021,"spring"
"2151","HAR09",2021,"summer"
"2152","HAR10",2021,"spring"
"2153","HAR10",2021,"summer"
"2154","HAR11",2021,"spring"
"2155","HAR11",2021,"summer"
"2156","HAR12",2021,"spring"
"2157","HAR12",2021,"summer"
"2158","HAR13",2021,"spring"
"2159","HAR13",2021,"summer"
"2160","HAR14",2021,"spring"
"2161","HAR14",2021,"summer"
"2162","HAR15",2021,"spring"
"2163","HAR15",2021,"summer"
"2164","HAR16",2021,"spring"
"2165","HAR16",2021,"summer"
"2166","SIP01",2021,"spring"
"2167","SIP01",2021,"summer"
"2168","SIP02",2021,"spring"
"2169","SIP02",2021,"summer"
"2170","SIP03",2021,"spring"
"2171","SIP03",2021,"summer"
"2172","SIP05",2021,"spring"
"2173","SIP05",2021,"summer"
"2174","SIP06",2021,"spring"
"2175","SIP06",2021,"summer"
"2176","SIP07",2021,"spring"
"2177","SIP07",2021,"summer"
"2178","SIP08",2021,"spring"
"2179","SIP08",2021,"summer"
"2180","SIP09",2021,"spring"
"2181","SIP09",2021,"summer"
"2182","SIP10",2021,"spring"
"2183","SIP10",2021,"summer"
"2184","SIP11",2021,"spring"
"2185","SIP11",2021,"summer"
"2186","SIP12",2021,"spring"
"2187","SIP12",2021,"summer"
"2188","SIP13",2021,"spring"
"2189","SIP13",2021,"summer"
"2190","SIP14",2021,"spring"
"2191","SIP14",2021,"summer"
"2192","SIP15",2021,"spring"
"2193","SIP15",2021,"summer"
"2194","SIP16",2021,"spring"
"2195","SIP16",2021,"summer"
"2196","SST01",2021,"spring"
"2197","SST01",2021,"summer"
"2198","SST02",2021,"spring"
"2199","SST02",2021,"summer"
"2200","SST03",2021,"spring"
"2201","SST03",2021,"summer"
"2202","SST04",2021,"spring"
"2203","SST04",2021,"summer"
"2204","SST05",2021,"spring"
"2205","SST05",2021,"summer"
"2206","SST06",2021,"spring"
"2207","SST06",2021,"summer"
"2208","SST07",2021,"spring"
"2209","SST07",2021,"summer"
"2210","SST08",2021,"spring"
"2211","SST08",2021,"summer"
"2212","SST09",2021,"spring"
"2213","SST09",2021,"summer"
"2214","SST10",2021,"spring"
"2215","SST10",2021,"summer"
"2216","SST11",2021,"spring"
"2217","SST11",2021,"summer"
"2218","SST12",2021,"spring"
"2219","SST12",2021,"summer"
"2220","SST13",2021,"spring"
"2221","SST13",2021,"summer"
"2222","SST14",2021,"spring"
"2223","SST14",2021,"summer"
"2224","SST15",2021,"spring"
"2225","SST15",2021,"summer"
"2226","SST16",2021,"spring"
"2227","SST16",2021,"summer"
"2228","WAN01",2021,"spring"
"2229","WAN01",2021,"summer"
"2230","WAN02",2021,"spring"
"2231","WAN02",2021,"summer"
"2232","WAN03",2021,"spring"
"2233","WAN03",2021,"summer"
"2234","WAN04",2021,"spring"
"2235","WAN04",2021,"summer"
"2236","WAN05",2021,"spring"
"2237","WAN05",2021,"summer"
"2238","WAN06",2021,"spring"
"2239","WAN06",2021,"summer"
"2240","WAN07",2021,"spring"
"2241","WAN07",2021,"summer"
"2242","WAN08",2021,"spring"
"2243","WAN08",2021,"summer"
"2244","WAN09",2021,"spring"
"2245","WAN09",2021,"summer"
"2246","WAN10",2021,"spring"
"2247","WAN10",2021,"summer"
"2248","WAN11",2021,"spring"
"2249","WAN11",2021,"summer"
"2250","WAN12",2021,"spring"
"2251","WAN12",2021,"summer"
"2252","WAN13",2021,"spring"
"2253","WAN13",2021,"summer"
"2254","WAN14",2021,"spring"
"2255","WAN14",2021,"summer"
"2256","WAN15",2021,"spring"
"2257","WAN15",2021,"summer"
"2258","WAN16",2021,"spring"
"2259","WAN16",2021,"summer"
