"","landscape","site","year","uniqueID","season","StartDate","EndDate","gap.start","gap.end","exposure","season.site.ID","richness","total.abundance"
"1175","HAR","HAR04",2010,"HAR042010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR042010_summer",3,4
"1176","HAR","HAR05",2010,"HAR052010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR052010_summer",15,31
"1177","HAR","HAR06",2010,"HAR062010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR062010_summer",8,9
"1178","HAR","HAR07",2010,"HAR072010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR072010_summer",5,5
"1179","HAR","HAR08",2010,"HAR082010","summer",2010-08-17,2010-09-14,NA,NA,28,"HAR082010_summer",6,7
"1180","HAR","HAR09",2010,"HAR092010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR092010_summer",11,21
"1181","HAR","HAR10",2010,"HAR102010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR102010_summer",12,17
"1182","HAR","HAR11",2010,"HAR112010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR112010_summer",2,2
"1183","HAR","HAR12",2010,"HAR122010","summer",2010-08-17,2010-09-14,NA,NA,28,"HAR122010_summer",2,2
"1184","HAR","HAR13",2010,"HAR132010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR132010_summer",15,21
"1185","HAR","HAR14",2010,"HAR142010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR142010_summer",13,23
"1186","HAR","HAR15",2010,"HAR152010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR152010_summer",17,20
"1187","HAR","HAR16",2010,"HAR162010","summer",2010-08-03,2010-09-14,NA,NA,42,"HAR162010_summer",14,17
"1188","SIP","SIP01",2010,"SIP012010","summer",2010-08-04,2010-09-01,NA,NA,28,"SIP012010_summer",6,8
"1189","SIP","SIP02",2010,"SIP022010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP022010_summer",13,25
"1190","SIP","SIP03",2010,"SIP032010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP032010_summer",10,17
"1191","SIP","SIP05",2010,"SIP052010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP052010_summer",3,6
"1192","SIP","SIP06",2010,"SIP062010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP062010_summer",7,14
"1193","SIP","SIP07",2010,"SIP072010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP072010_summer",9,23
"1194","SIP","SIP08",2010,"SIP082010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP082010_summer",13,27
"1195","SIP","SIP09",2010,"SIP092010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP092010_summer",10,39
"1196","SIP","SIP10",2010,"SIP102010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP102010_summer",10,21
"1197","SIP","SIP11",2010,"SIP112010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP112010_summer",3,5
"1198","SIP","SIP12",2010,"SIP122010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP122010_summer",7,18
"1199","SIP","SIP13",2010,"SIP132010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP132010_summer",6,13
"1200","SIP","SIP14",2010,"SIP142010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP142010_summer",11,47
"1201","SIP","SIP15",2010,"SIP152010","summer",2010-08-04,2010-09-15,NA,NA,42,"SIP152010_summer",5,17
"1202","SIP","SIP16",2010,"SIP162010","summer",2010-08-04,2010-09-01,NA,NA,28,"SIP162010_summer",8,21
"1203","SST","SST01",2010,"SST012010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST012010_summer",9,14
"1204","SST","SST02",2010,"SST022010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST022010_summer",10,19
"1205","SST","SST03",2010,"SST032010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST032010_summer",5,7
"1206","SST","SST04",2010,"SST042010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST042010_summer",7,9
"1207","SST","SST05",2010,"SST052010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST052010_summer",6,10
"1208","SST","SST06",2010,"SST062010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST062010_summer",9,14
"1209","SST","SST07",2010,"SST072010","summer",2010-08-02,2010-09-13,2010-08-16,2010-08-30,28,"SST072010_summer",4,4
"1210","SST","SST08",2010,"SST082010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST082010_summer",6,8
"1211","SST","SST09",2010,"SST092010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST092010_summer",6,10
"1212","SST","SST10",2010,"SST102010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST102010_summer",8,11
"1213","SST","SST11",2010,"SST112010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST112010_summer",9,11
"1214","SST","SST12",2010,"SST122010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST122010_summer",11,20
"1215","SST","SST13",2010,"SST132010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST132010_summer",5,8
"1216","SST","SST14",2010,"SST142010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST142010_summer",8,12
"1217","SST","SST15",2010,"SST152010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST152010_summer",6,15
"1218","SST","SST16",2010,"SST162010","summer",2010-08-02,2010-09-13,NA,NA,42,"SST162010_summer",5,8
"1219","WAN","WAN01",2010,"WAN012010","summer",2010-08-03,2010-08-31,NA,NA,28,"WAN012010_summer",12,26
"1220","WAN","WAN02",2010,"WAN022010","summer",2010-08-03,2010-08-31,NA,NA,28,"WAN022010_summer",2,4
"1221","WAN","WAN03",2010,"WAN032010","summer",2010-08-03,2010-09-14,2010-08-17,2010-08-31,28,"WAN032010_summer",3,3
"1222","WAN","WAN04",2010,"WAN042010","summer",2010-08-03,2010-08-31,NA,NA,28,"WAN042010_summer",3,7
"1223","WAN","WAN05",2010,"WAN052010","summer",2010-08-03,2010-08-17,NA,NA,14,"WAN052010_summer",5,6
"1224","WAN","WAN06",2010,"WAN062010","summer",2010-08-03,2010-09-14,NA,NA,42,"WAN062010_summer",10,10
"1225","WAN","WAN07",2010,"WAN072010","summer",2010-08-03,2010-09-14,NA,NA,42,"WAN072010_summer",5,9
"1226","WAN","WAN08",2010,"WAN082010","summer",2010-08-03,2010-08-31,NA,NA,28,"WAN082010_summer",1,2
"1227","WAN","WAN09",2010,"WAN092010","summer",2010-08-17,2010-09-14,NA,NA,28,"WAN092010_summer",3,14
"1228","WAN","WAN10",2010,"WAN102010","summer",2010-08-03,2010-09-14,NA,NA,42,"WAN102010_summer",16,29
"1229","WAN","WAN11",2010,"WAN112010","summer",2010-08-03,2010-09-14,NA,NA,42,"WAN112010_summer",5,8
"1230","WAN","WAN12",2010,"WAN122010","summer",2010-08-03,2010-09-14,NA,NA,42,"WAN122010_summer",9,17
"1231","WAN","WAN13",2010,"WAN132010","summer",2010-08-17,2010-09-14,NA,NA,28,"WAN132010_summer",1,1
"1232","WAN","WAN14",2010,"WAN142010","summer",2010-08-03,2010-09-14,NA,NA,42,"WAN142010_summer",5,5
"1233","WAN","WAN15",2010,"WAN152010","summer",2010-08-03,2010-09-14,NA,NA,42,"WAN152010_summer",16,23
"1234","WAN","WAN16",2010,"WAN162010","summer",2010-08-03,2010-09-14,2010-08-17,2010-08-31,28,"WAN162010_summer",6,8
"1235","FBG","FBG01",2011,"FBG012011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG012011_summer",26,127
"1236","FBG","FBG02",2011,"FBG022011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG022011_summer",14,21
"1237","FBG","FBG03",2011,"FBG032011","summer",2011-08-01,2011-09-12,2011-08-15,2011-08-29,28,"FBG032011_summer",7,16
"1238","FBG","FBG04",2011,"FBG042011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG042011_summer",11,40
"1239","FBG","FBG05",2011,"FBG052011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG052011_summer",23,80
"1240","FBG","FBG06",2011,"FBG062011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG062011_summer",14,88
"1241","FBG","FBG07",2011,"FBG072011","summer",2011-08-15,2011-09-12,NA,NA,28,"FBG072011_summer",16,34
"1242","FBG","FBG08",2011,"FBG082011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG082011_summer",16,90
"1243","FBG","FBG09",2011,"FBG092011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG092011_summer",18,31
"1244","FBG","FBG10",2011,"FBG102011","summer",2011-08-01,2011-08-15,NA,NA,14,"FBG102011_summer",16,38
"1245","FBG","FBG11",2011,"FBG112011","summer",2011-08-01,2011-08-29,NA,NA,28,"FBG112011_summer",13,23
"1246","FBG","FBG12",2011,"FBG122011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG122011_summer",7,12
"1247","FBG","FBG13",2011,"FBG132011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG132011_summer",20,76
"1248","FBG","FBG14",2011,"FBG142011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG142011_summer",25,186
"1249","FBG","FBG15",2011,"FBG152011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG152011_summer",13,21
"1250","FBG","FBG16",2011,"FBG162011","summer",2011-08-01,2011-09-12,NA,NA,42,"FBG162011_summer",11,22
"1251","GFH","GFH01",2011,"GFH012011","summer",2011-08-03,2011-08-31,NA,NA,28,"GFH012011_summer",3,3
"1252","GFH","GFH02",2011,"GFH022011","summer",2011-08-03,2011-08-31,NA,NA,28,"GFH022011_summer",5,7
"1253","GFH","GFH03",2011,"GFH032011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH032011_summer",5,9
"1254","GFH","GFH04",2011,"GFH042011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH042011_summer",17,40
"1255","GFH","GFH05",2011,"GFH052011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH052011_summer",15,35
"1256","GFH","GFH06",2011,"GFH062011","summer",2011-08-03,2011-09-14,2011-08-17,2011-08-31,28,"GFH062011_summer",4,9
"1257","GFH","GFH07",2011,"GFH072011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH072011_summer",3,6
"1258","GFH","GFH08",2011,"GFH082011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH082011_summer",5,6
"1259","GFH","GFH09",2011,"GFH092011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH092011_summer",4,6
"1260","GFH","GFH10",2011,"GFH102011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH102011_summer",14,30
"1261","GFH","GFH11",2011,"GFH112011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH112011_summer",7,14
"1262","GFH","GFH12",2011,"GFH122011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH122011_summer",11,24
"1263","GFH","GFH13",2011,"GFH132011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH132011_summer",8,9
"1264","GFH","GFH14",2011,"GFH142011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH142011_summer",13,29
"1265","GFH","GFH15",2011,"GFH152011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH152011_summer",11,15
"1266","GFH","GFH16",2011,"GFH162011","summer",2011-08-03,2011-09-14,NA,NA,42,"GFH162011_summer",7,10
"1267","HAR","HAR01",2011,"HAR012011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR012011_summer",7,9
"1268","HAR","HAR02",2011,"HAR022011","summer",2011-08-02,2011-08-30,NA,NA,28,"HAR022011_summer",4,4
"1269","HAR","HAR03",2011,"HAR032011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR032011_summer",5,5
"1270","HAR","HAR04",2011,"HAR042011","summer",2011-08-02,2011-09-13,2011-08-16,2011-08-30,28,"HAR042011_summer",2,3
"1271","HAR","HAR05",2011,"HAR052011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR052011_summer",20,54
"1272","HAR","HAR06",2011,"HAR062011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR062011_summer",12,15
"1273","HAR","HAR07",2011,"HAR072011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR072011_summer",8,11
"1274","HAR","HAR08",2011,"HAR082011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR082011_summer",3,3
"1275","HAR","HAR09",2011,"HAR092011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR092011_summer",15,40
"1276","HAR","HAR10",2011,"HAR102011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR102011_summer",16,40
"1277","HAR","HAR11",2011,"HAR112011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR112011_summer",6,9
"1278","HAR","HAR12",2011,"HAR122011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR122011_summer",14,30
"1279","HAR","HAR13",2011,"HAR132011","summer",2011-08-16,2011-09-13,NA,NA,28,"HAR132011_summer",8,14
"1280","HAR","HAR14",2011,"HAR142011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR142011_summer",10,18
"1281","HAR","HAR15",2011,"HAR152011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR152011_summer",17,33
"1282","HAR","HAR16",2011,"HAR162011","summer",2011-08-02,2011-09-13,NA,NA,42,"HAR162011_summer",25,48
"1283","SIP","SIP01",2011,"SIP012011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP012011_summer",7,10
"1284","SIP","SIP02",2011,"SIP022011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP022011_summer",10,19
"1285","SIP","SIP03",2011,"SIP032011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP032011_summer",16,28
"1286","SIP","SIP05",2011,"SIP052011","summer",2011-08-03,2011-08-31,NA,NA,28,"SIP052011_summer",4,4
"1287","SIP","SIP06",2011,"SIP062011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP062011_summer",5,5
"1288","SIP","SIP07",2011,"SIP072011","summer",2011-08-03,2011-08-31,NA,NA,28,"SIP072011_summer",5,6
"1289","SIP","SIP08",2011,"SIP082011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP082011_summer",8,15
"1290","SIP","SIP09",2011,"SIP092011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP092011_summer",9,27
"1291","SIP","SIP10",2011,"SIP102011","summer",2011-08-03,2011-08-31,NA,NA,28,"SIP102011_summer",4,4
"1292","SIP","SIP11",2011,"SIP112011","summer",2011-08-03,2011-08-17,NA,NA,14,"SIP112011_summer",4,4
"1293","SIP","SIP12",2011,"SIP122011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP122011_summer",7,17
"1294","SIP","SIP13",2011,"SIP132011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP132011_summer",8,24
"1295","SIP","SIP14",2011,"SIP142011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP142011_summer",5,8
"1296","SIP","SIP15",2011,"SIP152011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP152011_summer",6,6
"1297","SIP","SIP16",2011,"SIP162011","summer",2011-08-03,2011-09-14,NA,NA,42,"SIP162011_summer",10,58
"1298","SST","SST01",2011,"SST012011","summer",2011-08-15,2011-09-12,NA,NA,28,"SST012011_summer",9,12
"1299","SST","SST02",2011,"SST022011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST022011_summer",8,28
"1300","SST","SST03",2011,"SST032011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST032011_summer",7,12
"1301","SST","SST04",2011,"SST042011","summer",2011-08-01,2011-08-29,NA,NA,28,"SST042011_summer",6,9
"1302","SST","SST05",2011,"SST052011","summer",2011-08-15,2011-09-12,NA,NA,28,"SST052011_summer",11,34
"1303","SST","SST06",2011,"SST062011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST062011_summer",6,11
"1304","SST","SST07",2011,"SST072011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST072011_summer",5,8
"1305","SST","SST08",2011,"SST082011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST082011_summer",4,5
"1306","SST","SST09",2011,"SST092011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST092011_summer",5,7
"1307","SST","SST10",2011,"SST102011","summer",2011-08-01,2011-08-29,NA,NA,28,"SST102011_summer",10,14
"1308","SST","SST11",2011,"SST112011","summer",2011-08-01,2011-08-29,NA,NA,28,"SST112011_summer",10,13
"1309","SST","SST12",2011,"SST122011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST122011_summer",9,26
"1310","SST","SST13",2011,"SST132011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST132011_summer",14,98
"1311","SST","SST14",2011,"SST142011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST142011_summer",5,8
"1312","SST","SST15",2011,"SST152011","summer",2011-08-01,2011-08-29,NA,NA,28,"SST152011_summer",4,4
"1313","SST","SST16",2011,"SST162011","summer",2011-08-01,2011-09-12,NA,NA,42,"SST162011_summer",15,33
"1314","WAN","WAN01",2011,"WAN012011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN012011_summer",27,99
"1315","WAN","WAN02",2011,"WAN022011","summer",2011-08-02,2011-09-13,2011-08-16,2011-08-30,28,"WAN022011_summer",5,7
"1316","WAN","WAN03",2011,"WAN032011","summer",2011-08-02,2011-09-13,2011-08-16,2011-08-30,28,"WAN032011_summer",5,6
"1317","WAN","WAN04",2011,"WAN042011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN042011_summer",15,39
"1318","WAN","WAN05",2011,"WAN052011","summer",2011-08-02,2011-08-30,NA,NA,28,"WAN052011_summer",5,11
"1319","WAN","WAN06",2011,"WAN062011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN062011_summer",22,94
"1320","WAN","WAN07",2011,"WAN072011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN072011_summer",6,11
"1321","WAN","WAN08",2011,"WAN082011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN082011_summer",7,8
"1322","WAN","WAN09",2011,"WAN092011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN092011_summer",8,13
"1323","WAN","WAN10",2011,"WAN102011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN102011_summer",21,143
"1324","WAN","WAN11",2011,"WAN112011","summer",2011-08-02,2011-08-30,NA,NA,28,"WAN112011_summer",4,4
"1325","WAN","WAN12",2011,"WAN122011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN122011_summer",18,40
"1326","WAN","WAN13",2011,"WAN132011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN132011_summer",3,4
"1327","WAN","WAN14",2011,"WAN142011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN142011_summer",11,38
"1328","WAN","WAN15",2011,"WAN152011","summer",2011-08-16,2011-09-13,NA,NA,28,"WAN152011_summer",7,8
"1329","WAN","WAN16",2011,"WAN162011","summer",2011-08-02,2011-09-13,NA,NA,42,"WAN162011_summer",6,8
"1330","FBG","FBG01",2012,"FBG012012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG012012_summer",21,59
"1331","FBG","FBG02",2012,"FBG022012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG022012_summer",13,33
"1332","FBG","FBG03",2012,"FBG032012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG032012_summer",13,95
"1333","FBG","FBG04",2012,"FBG042012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG042012_summer",12,54
"1334","FBG","FBG05",2012,"FBG052012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG052012_summer",11,56
"1335","FBG","FBG06",2012,"FBG062012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG062012_summer",24,102
"1336","FBG","FBG07",2012,"FBG072012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG072012_summer",29,213
"1337","FBG","FBG08",2012,"FBG082012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG082012_summer",15,94
"1338","FBG","FBG09",2012,"FBG092012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG092012_summer",12,32
"1339","FBG","FBG10",2012,"FBG102012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG102012_summer",14,61
"1340","FBG","FBG11",2012,"FBG112012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG112012_summer",13,49
"1341","FBG","FBG12",2012,"FBG122012","summer",2012-07-31,2012-08-28,NA,NA,28,"FBG122012_summer",5,5
"1342","FBG","FBG13",2012,"FBG132012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG132012_summer",14,78
"1343","FBG","FBG14",2012,"FBG142012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG142012_summer",14,53
"1344","FBG","FBG15",2012,"FBG152012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG152012_summer",9,31
"1345","FBG","FBG16",2012,"FBG162012","summer",2012-07-31,2012-09-11,NA,NA,42,"FBG162012_summer",9,37
"1346","GFH","GFH01",2012,"GFH012012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH012012_summer",3,3
"1347","GFH","GFH02",2012,"GFH022012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH022012_summer",2,2
"1348","GFH","GFH03",2012,"GFH032012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH032012_summer",15,23
"1349","GFH","GFH04",2012,"GFH042012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH042012_summer",9,18
"1350","GFH","GFH05",2012,"GFH052012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH052012_summer",11,15
"1351","GFH","GFH06",2012,"GFH062012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH062012_summer",8,10
"1352","GFH","GFH07",2012,"GFH072012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH072012_summer",4,5
"1353","GFH","GFH08",2012,"GFH082012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH082012_summer",4,5
"1354","GFH","GFH09",2012,"GFH092012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH092012_summer",2,2
"1355","GFH","GFH10",2012,"GFH102012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH102012_summer",5,6
"1356","GFH","GFH11",2012,"GFH112012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH112012_summer",10,19
"1357","GFH","GFH12",2012,"GFH122012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH122012_summer",7,14
"1358","GFH","GFH13",2012,"GFH132012","summer",2012-08-02,2012-08-30,NA,NA,28,"GFH132012_summer",7,7
"1359","GFH","GFH14",2012,"GFH142012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH142012_summer",10,12
"1360","GFH","GFH15",2012,"GFH152012","summer",2012-08-02,2012-08-30,NA,NA,28,"GFH152012_summer",3,3
"1361","GFH","GFH16",2012,"GFH162012","summer",2012-08-02,2012-09-13,NA,NA,42,"GFH162012_summer",7,8
"1362","HAR","HAR01",2012,"HAR012012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR012012_summer",5,7
"1363","HAR","HAR02",2012,"HAR022012","summer",2012-08-29,2012-09-12,NA,NA,14,"HAR022012_summer",1,1
"1364","HAR","HAR03",2012,"HAR032012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR032012_summer",5,7
"1365","HAR","HAR04",2012,"HAR042012","summer",2012-08-01,2012-08-15,NA,NA,14,"HAR042012_summer",3,4
"1366","HAR","HAR05",2012,"HAR052012","summer",2012-08-01,2012-09-12,2012-08-15,2012-08-29,28,"HAR052012_summer",14,70
"1367","HAR","HAR06",2012,"HAR062012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR062012_summer",7,11
"1368","HAR","HAR07",2012,"HAR072012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR072012_summer",6,14
"1369","HAR","HAR08",2012,"HAR082012","summer",2012-08-15,2012-09-12,NA,NA,28,"HAR082012_summer",8,12
"1370","HAR","HAR09",2012,"HAR092012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR092012_summer",14,18
"1371","HAR","HAR10",2012,"HAR102012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR102012_summer",17,69
"1372","HAR","HAR11",2012,"HAR112012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR112012_summer",13,21
"1373","HAR","HAR12",2012,"HAR122012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR122012_summer",9,16
"1374","HAR","HAR13",2012,"HAR132012","summer",2012-08-15,2012-09-12,NA,NA,28,"HAR132012_summer",10,11
"1375","HAR","HAR14",2012,"HAR142012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR142012_summer",8,13
"1376","HAR","HAR15",2012,"HAR152012","summer",2012-08-01,2012-09-12,NA,NA,42,"HAR152012_summer",17,34
"1377","HAR","HAR16",2012,"HAR162012","summer",2012-08-01,2012-08-29,NA,NA,28,"HAR162012_summer",15,34
"1378","SIP","SIP01",2012,"SIP012012","summer",2012-08-02,2012-08-30,NA,NA,28,"SIP012012_summer",3,3
"1379","SIP","SIP02",2012,"SIP022012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP022012_summer",7,13
"1380","SIP","SIP03",2012,"SIP032012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP032012_summer",2,4
"1381","SIP","SIP05",2012,"SIP052012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP052012_summer",2,2
"1382","SIP","SIP06",2012,"SIP062012","summer",2012-08-16,2012-09-13,NA,NA,28,"SIP062012_summer",3,3
"1383","SIP","SIP07",2012,"SIP072012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP072012_summer",3,4
"1384","SIP","SIP08",2012,"SIP082012","summer",2012-08-02,2012-09-13,2012-08-16,2012-08-30,28,"SIP082012_summer",5,8
"1385","SIP","SIP09",2012,"SIP092012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP092012_summer",3,8
"1386","SIP","SIP10",2012,"SIP102012","summer",2012-08-02,2012-08-16,NA,NA,14,"SIP102012_summer",5,7
"1387","SIP","SIP11",2012,"SIP112012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP112012_summer",3,5
"1388","SIP","SIP12",2012,"SIP122012","summer",2012-08-02,2012-08-30,NA,NA,28,"SIP122012_summer",5,12
"1389","SIP","SIP13",2012,"SIP132012","summer",2012-08-02,2012-08-30,NA,NA,28,"SIP132012_summer",2,10
"1390","SIP","SIP14",2012,"SIP142012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP142012_summer",5,18
"1391","SIP","SIP15",2012,"SIP152012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP152012_summer",7,13
"1392","SIP","SIP16",2012,"SIP162012","summer",2012-08-02,2012-09-13,NA,NA,42,"SIP162012_summer",9,28
"1393","SST","SST01",2012,"SST012012","summer",2012-07-31,2012-09-11,NA,NA,42,"SST012012_summer",16,32
"1394","SST","SST02",2012,"SST022012","summer",2012-07-31,2012-09-11,NA,NA,42,"SST022012_summer",6,23
"1395","SST","SST03",2012,"SST032012","summer",2012-07-31,2012-09-11,NA,NA,42,"SST032012_summer",10,16
"1396","SST","SST04",2012,"SST042012","summer",2012-07-31,2012-09-11,NA,NA,42,"SST042012_summer",15,106
"1397","SST","SST05",2012,"SST052012","summer",2012-07-31,2012-09-11,NA,NA,42,"SST052012_summer",10,17
"1398","SST","SST06",2012,"SST062012","summer",2012-07-31,2012-09-11,NA,NA,42,"SST062012_summer",9,12
"1399","SST","SST07",2012,"SST072012","summer",2012-07-31,2012-09-11,NA,NA,42,"SST072012_summer",7,7
"1400","SST","SST08",2012,"SST082012","summer",2012-07-31,2012-09-11,NA,NA,42,"SST082012_summer",7,11
