"location","site","year","season","abundance","richness","exposure_days"
"FBG","FBG15",2011,"summer",27,4,42
"FBG","FBG16",2011,"summer",26,4,42
"GFH","GFH01",2011,"summer",4,1,28
"GFH","GFH02",2011,"summer",8,2,28
"GFH","GFH03",2011,"summer",10,3,42
"GFH","GFH04",2011,"summer",49,6,42
"GFH","GFH05",2011,"summer",48,6,42
"GFH","GFH06",2011,"summer",10,3,28
"GFH","GFH07",2011,"summer",11,4,42
"GFH","GFH08",2011,"summer",15,3,42
"GFH","GFH09",2011,"summer",13,3,42
"GFH","GFH10",2011,"summer",36,5,42
"GFH","GFH11",2011,"summer",41,5,42
"GFH","GFH12",2011,"summer",27,5,42
"GFH","GFH13",2011,"summer",24,3,42
"GFH","GFH14",2011,"summer",36,5,42
"GFH","GFH15",2011,"summer",41,3,42
"GFH","GFH16",2011,"summer",32,3,42
"HAR","HAR01",2011,"summer",15,3,42
"HAR","HAR02",2011,"summer",7,2,28
"HAR","HAR03",2011,"summer",15,2,42
"HAR","HAR04",2011,"summer",5,2,28
"HAR","HAR05",2011,"summer",56,6,42
"HAR","HAR06",2011,"summer",18,3,42
"HAR","HAR07",2011,"summer",11,3,42
"HAR","HAR08",2011,"summer",6,2,42
"HAR","HAR09",2011,"summer",48,6,42
"HAR","HAR10",2011,"summer",46,6,42
"HAR","HAR11",2011,"summer",15,4,42
"HAR","HAR12",2011,"summer",71,5,42
"HAR","HAR13",2011,"summer",30,4,28
"HAR","HAR14",2011,"summer",33,5,42
"HAR","HAR15",2011,"summer",68,5,42
"HAR","HAR16",2011,"summer",63,6,42
"SIP","SIP01",2011,"summer",10,2,42
"SIP","SIP02",2011,"summer",19,4,42
"SIP","SIP03",2011,"summer",29,5,42
"SIP","SIP05",2011,"summer",4,1,28
"SIP","SIP06",2011,"summer",9,2,42
"SIP","SIP07",2011,"summer",7,2,28
"SIP","SIP08",2011,"summer",15,4,42
"SIP","SIP09",2011,"summer",27,5,42
"SIP","SIP10",2011,"summer",5,1,28
"SIP","SIP11",2011,"summer",4,1,14
"SIP","SIP12",2011,"summer",25,5,42
"SIP","SIP13",2011,"summer",24,5,42
"SIP","SIP14",2011,"summer",8,3,42
"SIP","SIP15",2011,"summer",8,2,42
"SIP","SIP16",2011,"summer",58,8,42
"SST","SST01",2011,"summer",12,2,28
"SST","SST02",2011,"summer",28,4,42
"SST","SST03",2011,"summer",22,4,42
"SST","SST04",2011,"summer",11,3,28
"SST","SST05",2011,"summer",40,7,28
"SST","SST06",2011,"summer",12,3,42
"SST","SST07",2011,"summer",9,3,42
"SST","SST08",2011,"summer",13,3,42
"SST","SST09",2011,"summer",7,2,42
"SST","SST10",2011,"summer",15,3,28
"SST","SST11",2011,"summer",14,2,28
"SST","SST12",2011,"summer",29,4,42
"SST","SST13",2011,"summer",105,6,42
"SST","SST14",2011,"summer",9,2,42
"SST","SST15",2011,"summer",4,1,28
"SST","SST16",2011,"summer",35,5,42
"WAN","WAN01",2011,"summer",105,8,42
"WAN","WAN02",2011,"summer",8,2,28
"WAN","WAN03",2011,"summer",7,2,28
"WAN","WAN04",2011,"summer",39,6,42
"WAN","WAN05",2011,"summer",11,3,28
"WAN","WAN06",2011,"summer",97,5,42
"WAN","WAN07",2011,"summer",15,3,42
"WAN","WAN08",2011,"summer",10,2,42
"WAN","WAN09",2011,"summer",15,3,42
"WAN","WAN10",2011,"summer",161,7,42
"WAN","WAN11",2011,"summer",6,2,28
"WAN","WAN12",2011,"summer",46,6,42
"WAN","WAN13",2011,"summer",9,3,42
"WAN","WAN14",2011,"summer",44,5,42
"WAN","WAN15",2011,"summer",9,2,28
"WAN","WAN16",2011,"summer",22,3,42
"FBG","FBG01",2012,"summer",72,8,42
"FBG","FBG02",2012,"summer",49,6,42
"FBG","FBG03",2012,"summer",103,9,42
"FBG","FBG04",2012,"summer",60,8,42
"FBG","FBG05",2012,"summer",81,9,42
"FBG","FBG06",2012,"summer",106,8,42
"FBG","FBG07",2012,"summer",229,13,42
"FBG","FBG08",2012,"summer",94,9,42
"FBG","FBG09",2012,"summer",38,6,42
"FBG","FBG10",2012,"summer",73,9,42
"FBG","FBG11",2012,"summer",60,7,42
"FBG","FBG12",2012,"summer",10,2,28
"FBG","FBG13",2012,"summer",103,11,42
"FBG","FBG14",2012,"summer",81,7,42
"FBG","FBG15",2012,"summer",40,4,42
"FBG","FBG16",2012,"summer",44,6,42
"GFH","GFH01",2012,"summer",8,2,42
"GFH","GFH02",2012,"summer",9,2,42
"GFH","GFH03",2012,"summer",52,4,42
"GFH","GFH04",2012,"summer",32,5,42
"GFH","GFH05",2012,"summer",19,3,42
"GFH","GFH06",2012,"summer",14,3,42
"GFH","GFH07",2012,"summer",23,3,42
"GFH","GFH08",2012,"summer",61,3,42
"GFH","GFH09",2012,"summer",14,2,42
"GFH","GFH10",2012,"summer",9,3,42
"GFH","GFH11",2012,"summer",62,4,42
"GFH","GFH12",2012,"summer",39,4,42
"GFH","GFH13",2012,"summer",19,2,28
"GFH","GFH14",2012,"summer",29,3,42
"GFH","GFH15",2012,"summer",46,2,28
"GFH","GFH16",2012,"summer",36,3,42
"HAR","HAR01",2012,"summer",8,2,42
"HAR","HAR02",2012,"summer",1,1,14
"HAR","HAR03",2012,"summer",9,3,42
"HAR","HAR04",2012,"summer",7,3,14
"HAR","HAR05",2012,"summer",73,6,28
"HAR","HAR06",2012,"summer",13,3,42
"HAR","HAR07",2012,"summer",14,4,42
"HAR","HAR08",2012,"summer",14,3,28
"HAR","HAR09",2012,"summer",22,4,42
"HAR","HAR10",2012,"summer",75,6,42
"HAR","HAR11",2012,"summer",22,4,42
"HAR","HAR12",2012,"summer",23,4,42
"HAR","HAR13",2012,"summer",22,3,28
"HAR","HAR14",2012,"summer",19,4,42
"HAR","HAR15",2012,"summer",52,5,42
"HAR","HAR16",2012,"summer",42,7,28
"SIP","SIP01",2012,"summer",3,1,28
"SIP","SIP02",2012,"summer",13,3,42
"SIP","SIP03",2012,"summer",4,2,42
"SIP","SIP05",2012,"summer",3,1,42
"SIP","SIP06",2012,"summer",3,1,28
"SIP","SIP07",2012,"summer",6,2,42
"SIP","SIP08",2012,"summer",8,2,28
"SIP","SIP09",2012,"summer",8,2,42
"SIP","SIP10",2012,"summer",13,3,14
"SIP","SIP11",2012,"summer",7,3,42
"SIP","SIP12",2012,"summer",25,4,28
"SIP","SIP13",2012,"summer",11,3,28
"SIP","SIP14",2012,"summer",18,3,42
"SIP","SIP15",2012,"summer",13,3,42
"SIP","SIP16",2012,"summer",33,4,42
"SST","SST01",2012,"summer",35,6,42
"SST","SST02",2012,"summer",23,4,42
"SST","SST03",2012,"summer",22,4,42
"SST","SST04",2012,"summer",119,7,42
"SST","SST05",2012,"summer",21,5,42
"SST","SST06",2012,"summer",13,3,42
"SST","SST07",2012,"summer",8,1,42
"SST","SST08",2012,"summer",19,3,42
"SST","SST09",2012,"summer",21,4,42
"SST","SST10",2012,"summer",22,4,28
"SST","SST11",2012,"summer",23,4,42
"SST","SST12",2012,"summer",27,4,42
"SST","SST13",2012,"summer",30,5,42
"SST","SST14",2012,"summer",28,4,42
"SST","SST15",2012,"summer",6,2,28
"SST","SST16",2012,"summer",25,4,42
"WAN","WAN01",2012,"summer",40,6,42
"WAN","WAN02",2012,"summer",15,2,42
"WAN","WAN03",2012,"summer",11,3,42
"WAN","WAN04",2012,"summer",14,3,42
"WAN","WAN05",2012,"summer",3,1,28
"WAN","WAN06",2012,"summer",6,2,28
"WAN","WAN07",2012,"summer",11,3,42
"WAN","WAN08",2012,"summer",2,1,14
"WAN","WAN09",2012,"summer",7,1,42
"WAN","WAN10",2012,"summer",34,5,42
"WAN","WAN11",2012,"summer",3,1,28
"WAN","WAN12",2012,"summer",9,2,28
"WAN","WAN13",2012,"summer",7,2,28
"WAN","WAN14",2012,"summer",9,3,28
"WAN","WAN15",2012,"summer",8,2,42
"WAN","WAN16",2012,"summer",10,2,28
"FBG","FBG01",2013,"summer",51,7,42
"FBG","FBG02",2013,"summer",21,4,28
"FBG","FBG03",2013,"summer",42,5,42
"FBG","FBG04",2013,"summer",23,4,42
"FBG","FBG06",2013,"summer",45,6,42
"FBG","FBG07",2013,"summer",65,8,42
"FBG","FBG08",2013,"summer",12,3,42
"FBG","FBG09",2013,"summer",36,5,42
"FBG","FBG10",2013,"summer",30,6,42
"FBG","FBG11",2013,"summer",26,4,42
"FBG","FBG12",2013,"summer",12,2,42
"FBG","FBG13",2013,"summer",31,4,42
"FBG","FBG14",2013,"summer",37,4,42
"FBG","FBG15",2013,"summer",28,4,42
"FBG","FBG16",2013,"summer",10,3,28
"GFH","GFH01",2013,"summer",5,2,28
"GFH","GFH02",2013,"summer",8,2,42
"GFH","GFH03",2013,"summer",40,5,42
"GFH","GFH04",2013,"summer",27,5,42
"GFH","GFH05",2013,"summer",19,4,28
"GFH","GFH06",2013,"summer",3,1,28
"GFH","GFH07",2013,"summer",12,2,42
"GFH","GFH08",2013,"summer",27,2,42
"GFH","GFH09",2013,"summer",16,3,28
"GFH","GFH10",2013,"summer",22,3,42
"GFH","GFH11",2013,"summer",58,6,42
"GFH","GFH12",2013,"summer",54,2,42
"GFH","GFH13",2013,"summer",54,3,42
"GFH","GFH14",2013,"summer",18,3,42
"GFH","GFH15",2013,"summer",122,4,42
"GFH","GFH16",2013,"summer",66,5,42
"HAR","HAR01",2013,"summer",14,3,42
"HAR","HAR02",2013,"summer",5,2,42
"HAR","HAR03",2013,"summer",19,4,42
"HAR","HAR04",2013,"summer",1,1,14
"HAR","HAR05",2013,"summer",34,5,42
"HAR","HAR06",2013,"summer",10,2,28
"HAR","HAR07",2013,"summer",5,1,28
"HAR","HAR08",2013,"summer",1,1,14
"HAR","HAR09",2013,"summer",37,5,42
"HAR","HAR10",2013,"summer",23,5,42
"HAR","HAR11",2013,"summer",7,2,28
"HAR","HAR12",2013,"summer",28,5,42
"HAR","HAR13",2013,"summer",24,4,42
"HAR","HAR14",2013,"summer",19,4,42
"HAR","HAR15",2013,"summer",26,3,42
"HAR","HAR16",2013,"summer",6,2,28
"SIP","SIP01",2013,"summer",5,2,42
"SIP","SIP02",2013,"summer",20,4,42
"SIP","SIP03",2013,"summer",23,5,42
"SIP","SIP05",2013,"summer",3,1,28
"SIP","SIP06",2013,"summer",15,4,42
"SIP","SIP07",2013,"summer",3,2,28
"SIP","SIP08",2013,"summer",14,3,42
"SIP","SIP09",2013,"summer",18,4,42
"SIP","SIP10",2013,"summer",37,6,42
"SIP","SIP11",2013,"summer",9,2,28
"SIP","SIP12",2013,"summer",44,6,42
"SIP","SIP13",2013,"summer",24,4,28
"SIP","SIP14",2013,"summer",3,1,28
"SIP","SIP15",2013,"summer",42,6,42
"SIP","SIP16",2013,"summer",45,5,42
"SST","SST01",2013,"summer",7,2,42
"SST","SST02",2013,"summer",7,2,42
"SST","SST03",2013,"summer",18,4,42
"SST","SST04",2013,"summer",57,5,42
"SST","SST05",2013,"summer",15,3,42
"SST","SST06",2013,"summer",2,1,14
"SST","SST07",2013,"summer",3,2,14
"SST","SST08",2013,"summer",5,2,42
"SST","SST09",2013,"summer",8,2,14
"SST","SST10",2013,"summer",21,4,42
"SST","SST11",2013,"summer",11,1,42
"SST","SST12",2013,"summer",6,1,42
"SST","SST13",2013,"summer",30,5,42
"SST","SST14",2013,"summer",13,3,42
"SST","SST15",2013,"summer",4,1,42
"SST","SST16",2013,"summer",4,1,28
"WAN","WAN01",2013,"summer",42,5,42
"WAN","WAN02",2013,"summer",18,4,42
"WAN","WAN03",2013,"summer",10,3,28
"WAN","WAN04",2013,"summer",7,1,28
"WAN","WAN05",2013,"summer",12,2,28
"WAN","WAN06",2013,"summer",41,6,42
"WAN","WAN07",2013,"summer",23,3,42
"WAN","WAN09",2013,"summer",97,6,28
"WAN","WAN10",2013,"summer",47,4,42
"WAN","WAN11",2013,"summer",1,1,14
"WAN","WAN12",2013,"summer",29,5,42
"WAN","WAN13",2013,"summer",54,2,42
"WAN","WAN14",2013,"summer",16,2,42
"WAN","WAN15",2013,"summer",7,2,28
"WAN","WAN16",2013,"summer",1,1,14
"FBG","FBG01",2014,"summer",59,7,43
"FBG","FBG02",2014,"summer",34,4,43
"FBG","FBG03",2014,"summer",19,4,27
"FBG","FBG04",2014,"summer",50,6,43
"FBG","FBG05",2014,"summer",8,2,29
"FBG","FBG06",2014,"summer",54,6,43
"FBG","FBG07",2014,"summer",116,8,43
"FBG","FBG08",2014,"summer",79,5,43
"FBG","FBG09",2014,"summer",52,5,43
"FBG","FBG10",2014,"summer",44,6,43
"FBG","FBG11",2014,"summer",16,4,43
"FBG","FBG12",2014,"summer",13,2,43
"FBG","FBG13",2014,"summer",42,5,43
"FBG","FBG14",2014,"summer",31,6,43
"FBG","FBG15",2014,"summer",42,6,43
"FBG","FBG16",2014,"summer",45,7,43
"GFH","GFH01",2014,"summer",4,2,29
"GFH","GFH02",2014,"summer",5,2,16
"GFH","GFH03",2014,"summer",52,6,44
"GFH","GFH04",2014,"summer",31,4,44
"GFH","GFH05",2014,"summer",21,4,29
"GFH","GFH06",2014,"summer",15,3,44
"GFH","GFH07",2014,"summer",12,4,44
"GFH","GFH08",2014,"summer",18,2,44
"GFH","GFH09",2014,"summer",12,2,44
"GFH","GFH10",2014,"summer",7,2,16
"GFH","GFH11",2014,"summer",39,5,44
"GFH","GFH12",2014,"summer",52,5,44
"GFH","GFH13",2014,"summer",17,4,44
"GFH","GFH14",2014,"summer",20,4,44
"GFH","GFH15",2014,"summer",58,3,44
"GFH","GFH16",2014,"summer",19,3,29
"HAR","HAR01",2014,"summer",13,4,30
"HAR","HAR02",2014,"summer",2,1,30
"HAR","HAR03",2014,"summer",12,2,41
"HAR","HAR04",2014,"summer",4,2,25
"HAR","HAR05",2014,"summer",130,8,25
"HAR","HAR06",2014,"summer",10,3,25
"HAR","HAR07",2014,"summer",16,1,27
"HAR","HAR08",2014,"summer",8,3,41
"HAR","HAR09",2014,"summer",11,2,41
"HAR","HAR10",2014,"summer",623,8,41
"HAR","HAR11",2014,"summer",193,2,30
"HAR","HAR12",2014,"summer",29,3,41
"HAR","HAR13",2014,"summer",20,3,41
"HAR","HAR14",2014,"summer",16,4,41
"HAR","HAR15",2014,"summer",13,3,41
"HAR","HAR16",2014,"summer",34,5,41
"SIP","SIP01",2014,"summer",14,3,44
"SIP","SIP02",2014,"summer",33,6,44
"SIP","SIP03",2014,"summer",18,3,44
"SIP","SIP05",2014,"summer",6,2,44
"SIP","SIP06",2014,"summer",8,2,44
"SIP","SIP07",2014,"summer",9,3,29
"SIP","SIP08",2014,"summer",13,3,44
"SIP","SIP09",2014,"summer",15,3,16
"SIP","SIP10",2014,"summer",1,1,13
"SIP","SIP11",2014,"summer",6,2,44
"SIP","SIP12",2014,"summer",28,6,44
"SIP","SIP13",2014,"summer",5,1,16
"SIP","SIP14",2014,"summer",12,3,44
"SIP","SIP15",2014,"summer",14,3,44
"SIP","SIP16",2014,"summer",11,3,28
"SST","SST01",2014,"summer",25,5,43
"SST","SST02",2014,"summer",23,4,43
"SST","SST03",2014,"summer",22,3,43
"SST","SST04",2014,"summer",45,5,43
"SST","SST05",2014,"summer",36,5,43
"SST","SST06",2014,"summer",21,4,43
"SST","SST07",2014,"summer",13,4,43
"SST","SST08",2014,"summer",12,2,43
"SST","SST09",2014,"summer",16,2,43
"SST","SST10",2014,"summer",64,7,43
"SST","SST11",2014,"summer",10,2,30
"SST","SST12",2014,"summer",4,1,27
"SST","SST13",2014,"summer",30,4,43
"SST","SST14",2014,"summer",7,2,30
"SST","SST15",2014,"summer",5,2,16
"SST","SST16",2014,"summer",7,2,27
"WAN","WAN01",2014,"summer",29,5,41
"WAN","WAN02",2014,"summer",13,3,41
"WAN","WAN03",2014,"summer",4,2,27
"WAN","WAN04",2014,"summer",9,3,27
"WAN","WAN05",2014,"summer",3,1,27
"WAN","WAN06",2014,"summer",28,4,41
"WAN","WAN07",2014,"summer",10,2,41
"WAN","WAN08",2014,"summer",16,4,25
"WAN","WAN09",2014,"summer",9,3,41
"WAN","WAN10",2014,"summer",16,3,41
"WAN","WAN11",2014,"summer",4,2,41
"WAN","WAN12",2014,"summer",30,5,41
"WAN","WAN13",2014,"summer",4,2,41
"WAN","WAN14",2014,"summer",13,2,25
"WAN","WAN15",2014,"summer",6,2,27
"WAN","WAN16",2014,"summer",7,2,41
"FBG","FBG01",2015,"summer",63,6,41
"FBG","FBG02",2015,"summer",34,5,41
"FBG","FBG03",2015,"summer",8,2,30
"FBG","FBG04",2015,"summer",51,7,41
"FBG","FBG05",2015,"summer",20,3,41
"FBG","FBG06",2015,"summer",88,9,41
"FBG","FBG07",2015,"summer",25,4,41
"FBG","FBG08",2015,"summer",32,6,41
"FBG","FBG09",2015,"summer",52,6,41
"FBG","FBG10",2015,"summer",127,10,41
"FBG","FBG11",2015,"summer",13,4,41
"FBG","FBG12",2015,"summer",27,5,41
"FBG","FBG13",2015,"summer",45,6,41
"FBG","FBG14",2015,"summer",10,2,41
"FBG","FBG15",2015,"summer",21,3,41
"FBG","FBG16",2015,"summer",34,5,41
"GFH","GFH01",2015,"summer",4,2,30
"GFH","GFH02",2015,"summer",9,2,28
"GFH","GFH03",2015,"summer",46,7,42
"GFH","GFH04",2015,"summer",38,4,42
"GFH","GFH05",2015,"summer",29,4,42
"GFH","GFH06",2015,"summer",6,1,42
"GFH","GFH07",2015,"summer",14,3,42
"GFH","GFH08",2015,"summer",16,3,42
"GFH","GFH09",2015,"summer",5,2,42
"GFH","GFH10",2015,"summer",20,4,28
"GFH","GFH11",2015,"summer",43,6,42
"GFH","GFH12",2015,"summer",23,4,42
"GFH","GFH13",2015,"summer",32,4,42
"GFH","GFH14",2015,"summer",14,2,42
"GFH","GFH15",2015,"summer",28,2,42
"GFH","GFH16",2015,"summer",47,5,42
"HAR","HAR01",2015,"summer",13,2,40
"HAR","HAR02",2015,"summer",10,2,26
"HAR","HAR03",2015,"summer",20,4,40
"HAR","HAR04",2015,"summer",10,2,27
"HAR","HAR05",2015,"summer",427,12,40
"HAR","HAR06",2015,"summer",22,3,40
"HAR","HAR07",2015,"summer",9,2,40
"HAR","HAR08",2015,"summer",9,3,40
"HAR","HAR09",2015,"summer",65,7,40
"HAR","HAR10",2015,"summer",58,5,40
"HAR","HAR11",2015,"summer",2,1,14
"HAR","HAR12",2015,"summer",18,2,40
"HAR","HAR13",2015,"summer",14,3,40
"HAR","HAR14",2015,"summer",30,4,27
"HAR","HAR15",2015,"summer",35,5,40
"HAR","HAR16",2015,"summer",27,4,40
"SIP","SIP01",2015,"summer",4,2,30
"SIP","SIP02",2015,"summer",13,2,42
"SIP","SIP03",2015,"summer",12,2,42
"SIP","SIP05",2015,"summer",2,1,26
"SIP","SIP06",2015,"summer",10,3,42
"SIP","SIP07",2015,"summer",12,2,26
"SIP","SIP08",2015,"summer",5,2,42
"SIP","SIP09",2015,"summer",13,2,42
"SIP","SIP10",2015,"summer",3,1,26
"SIP","SIP11",2015,"summer",10,2,42
"SIP","SIP12",2015,"summer",15,3,42
"SIP","SIP13",2015,"summer",5,1,42
"SIP","SIP14",2015,"summer",19,3,42
"SIP","SIP15",2015,"summer",6,2,42
"SIP","SIP16",2015,"summer",30,6,42
"SST","SST01",2015,"summer",24,3,41
"SST","SST02",2015,"summer",10,3,41
"SST","SST03",2015,"summer",21,3,41
"SST","SST04",2015,"summer",56,5,41
"SST","SST05",2015,"summer",22,4,41
"SST","SST06",2015,"summer",9,2,27
"SST","SST07",2015,"summer",22,4,41
"SST","SST08",2015,"summer",23,3,41
"SST","SST09",2015,"summer",27,5,41
"SST","SST10",2015,"summer",25,4,30
"SST","SST11",2015,"summer",11,2,41
"SST","SST12",2015,"summer",7,1,41
"SST","SST13",2015,"summer",6,2,27
"SST","SST14",2015,"summer",27,4,41
"SST","SST15",2015,"summer",6,2,30
"SST","SST16",2015,"summer",11,3,41
"WAN","WAN01",2015,"summer",113,8,40
"WAN","WAN02",2015,"summer",24,4,40
"WAN","WAN03",2015,"summer",12,3,40
"WAN","WAN04",2015,"summer",12,3,40
"WAN","WAN05",2015,"summer",6,3,26
"WAN","WAN06",2015,"summer",90,9,40
"WAN","WAN07",2015,"summer",3,2,26
"WAN","WAN08",2015,"summer",3,1,13
"WAN","WAN09",2015,"summer",12,3,40
"WAN","WAN10",2015,"summer",58,6,40
"WAN","WAN11",2015,"summer",3,2,14
"WAN","WAN12",2015,"summer",26,4,40
"WAN","WAN13",2015,"summer",9,2,40
"WAN","WAN14",2015,"summer",19,3,40
"WAN","WAN15",2015,"summer",8,3,27
"WAN","WAN16",2015,"summer",3,2,27
"FBG","FBG01",2016,"summer",225,12,42
"FBG","FBG02",2016,"summer",55,8,42
"FBG","FBG03",2016,"summer",27,5,42
"FBG","FBG04",2016,"summer",55,7,28
"FBG","FBG05",2016,"summer",86,10,42
"FBG","FBG06",2016,"summer",152,11,42
"FBG","FBG07",2016,"summer",120,10,42
"FBG","FBG08",2016,"summer",35,4,42
"FBG","FBG09",2016,"summer",59,6,42
"FBG","FBG10",2016,"summer",128,11,42
"FBG","FBG11",2016,"summer",100,8,42
"FBG","FBG12",2016,"summer",22,4,28
"FBG","FBG13",2016,"summer",75,7,42
"FBG","FBG14",2016,"summer",43,5,42
"FBG","FBG15",2016,"summer",55,7,42
"FBG","FBG16",2016,"summer",79,6,42
"GFH","GFH01",2016,"summer",6,2,42
"GFH","GFH02",2016,"summer",7,2,42
"GFH","GFH03",2016,"summer",53,5,42
"GFH","GFH04",2016,"summer",47,5,42
"GFH","GFH05",2016,"summer",35,4,42
"GFH","GFH06",2016,"summer",4,1,42
"GFH","GFH07",2016,"summer",21,3,42
"GFH","GFH08",2016,"summer",26,4,42
"GFH","GFH09",2016,"summer",13,2,42
"GFH","GFH10",2016,"summer",16,3,42
"GFH","GFH11",2016,"summer",47,6,42
"GFH","GFH12",2016,"summer",16,3,42
"GFH","GFH13",2016,"summer",12,2,42
"GFH","GFH14",2016,"summer",24,5,42
"GFH","GFH15",2016,"summer",54,6,42
"GFH","GFH16",2016,"summer",23,3,42
"HAR","HAR01",2016,"summer",37,6,42
"HAR","HAR02",2016,"summer",10,2,42
"HAR","HAR03",2016,"summer",33,5,42
"HAR","HAR04",2016,"summer",11,2,42
"HAR","HAR05",2016,"summer",75,7,42
"HAR","HAR06",2016,"summer",29,4,42
"HAR","HAR07",2016,"summer",17,4,42
"HAR","HAR08",2016,"summer",14,3,28
"HAR","HAR09",2016,"summer",23,5,42
"HAR","HAR10",2016,"summer",84,9,28
"HAR","HAR11",2016,"summer",4,1,28
"HAR","HAR12",2016,"summer",4,1,14
"HAR","HAR13",2016,"summer",18,4,42
"HAR","HAR14",2016,"summer",24,5,28
"HAR","HAR15",2016,"summer",63,5,42
"HAR","HAR16",2016,"summer",62,6,42
"SIP","SIP01",2016,"summer",19,4,42
"SIP","SIP02",2016,"summer",30,4,42
"SIP","SIP03",2016,"summer",34,6,42
"SIP","SIP05",2016,"summer",11,2,42
"SIP","SIP06",2016,"summer",16,4,28
"SIP","SIP07",2016,"summer",14,3,42
"SIP","SIP08",2016,"summer",12,2,42
"SIP","SIP09",2016,"summer",23,3,42
"SIP","SIP10",2016,"summer",11,3,28
"SIP","SIP11",2016,"summer",19,3,42
"SIP","SIP12",2016,"summer",29,5,42
"SIP","SIP13",2016,"summer",22,3,42
"SIP","SIP14",2016,"summer",35,5,42
"SIP","SIP15",2016,"summer",43,6,42
"SIP","SIP16",2016,"summer",18,4,42
"SST","SST01",2016,"summer",27,4,28
"SST","SST02",2016,"summer",24,3,28
"SST","SST03",2016,"summer",30,4,42
"SST","SST04",2016,"summer",70,5,42
"SST","SST05",2016,"summer",38,4,42
"SST","SST06",2016,"summer",14,3,42
"SST","SST07",2016,"summer",21,4,42
"SST","SST08",2016,"summer",39,4,42
"SST","SST09",2016,"summer",20,3,42
"SST","SST10",2016,"summer",85,8,42
"SST","SST11",2016,"summer",18,3,42
"SST","SST12",2016,"summer",33,5,42
"SST","SST13",2016,"summer",28,5,42
"SST","SST14",2016,"summer",43,5,42
"SST","SST15",2016,"summer",21,3,42
"SST","SST16",2016,"summer",157,11,42
"WAN","WAN01",2016,"summer",18,3,42
"WAN","WAN02",2016,"summer",16,4,42
"WAN","WAN03",2016,"summer",16,3,42
"WAN","WAN04",2016,"summer",11,3,42
"WAN","WAN05",2016,"summer",4,1,42
"WAN","WAN06",2016,"summer",46,6,42
"WAN","WAN07",2016,"summer",18,4,42
"WAN","WAN08",2016,"summer",3,2,28
"WAN","WAN09",2016,"summer",65,6,42
"WAN","WAN10",2016,"summer",122,10,42
"WAN","WAN11",2016,"summer",1,1,14
"WAN","WAN12",2016,"summer",14,3,42
"WAN","WAN13",2016,"summer",6,2,28
"WAN","WAN14",2016,"summer",9,3,28
"WAN","WAN15",2016,"summer",32,6,42
"WAN","WAN16",2016,"summer",7,3,28
"FBG","FBG01",2017,"summer",78,8,42
"FBG","FBG02",2017,"summer",157,11,42
"FBG","FBG03",2017,"summer",71,6,42
"FBG","FBG04",2017,"summer",131,9,42
"FBG","FBG05",2017,"summer",129,10,42
"FBG","FBG06",2017,"summer",147,10,42
"FBG","FBG07",2017,"summer",173,11,42
"FBG","FBG08",2017,"summer",169,8,42
"FBG","FBG09",2017,"summer",49,8,42
"FBG","FBG10",2017,"summer",503,17,42
"FBG","FBG11",2017,"summer",27,5,14
"FBG","FBG12",2017,"summer",59,5,42
"FBG","FBG13",2017,"summer",189,12,42
"FBG","FBG14",2017,"summer",40,6,42
"FBG","FBG15",2017,"summer",55,7,42
"FBG","FBG16",2017,"summer",75,7,42
"GFH","GFH01",2017,"summer",6,2,14
"GFH","GFH02",2017,"summer",4,2,42
"GFH","GFH03",2017,"summer",22,4,42
"GFH","GFH04",2017,"summer",33,5,42
"GFH","GFH05",2017,"summer",38,6,42
"GFH","GFH06",2017,"summer",10,3,28
"GFH","GFH07",2017,"summer",7,2,28
"GFH","GFH08",2017,"summer",9,2,42
"GFH","GFH09",2017,"summer",10,1,42
"GFH","GFH10",2017,"summer",5,1,28
"GFH","GFH11",2017,"summer",20,4,42
"GFH","GFH12",2017,"summer",25,4,28
"GFH","GFH13",2017,"summer",33,3,42
"GFH","GFH14",2017,"summer",24,4,42
"GFH","GFH15",2017,"summer",15,3,28
"GFH","GFH16",2017,"summer",24,3,28
"HAR","HAR01",2017,"summer",32,4,42
"HAR","HAR02",2017,"summer",13,2,42
"HAR","HAR03",2017,"summer",18,3,42
"HAR","HAR04",2017,"summer",4,2,28
"HAR","HAR05",2017,"summer",41,4,42
"HAR","HAR06",2017,"summer",16,3,42
"HAR","HAR07",2017,"summer",6,2,42
"HAR","HAR08",2017,"summer",42,5,42
"HAR","HAR09",2017,"summer",35,4,28
"HAR","HAR10",2017,"summer",66,5,42
"HAR","HAR11",2017,"summer",33,5,28
"HAR","HAR12",2017,"summer",6,2,28
"HAR","HAR13",2017,"summer",30,3,42
"HAR","HAR14",2017,"summer",69,3,42
"HAR","HAR15",2017,"summer",52,6,42
"HAR","HAR16",2017,"summer",55,6,42
"SIP","SIP01",2017,"summer",9,2,28
"SIP","SIP02",2017,"summer",61,5,42
"SIP","SIP03",2017,"summer",19,4,28
"SIP","SIP05",2017,"summer",1,1,14
"SIP","SIP06",2017,"summer",11,3,42
"SIP","SIP07",2017,"summer",18,3,42
"SIP","SIP08",2017,"summer",24,3,42
"SIP","SIP09",2017,"summer",9,3,42
"SIP","SIP10",2017,"summer",17,3,42
"SIP","SIP11",2017,"summer",43,6,42
"SIP","SIP12",2017,"summer",7,2,42
"SIP","SIP13",2017,"summer",7,2,42
"SIP","SIP14",2017,"summer",13,4,28
"SIP","SIP15",2017,"summer",52,5,42
