"","landscape","site","year","StartDate","EndDate","exposure","uniqueID","season","sample_ID","honey.bee.abund","mean.sampling.date"
"2812","HAR","HAR06",2020,2020-05-12,2020-05-26,14,"HAR062020","spring","HAR062020_2020-05-12",1,140
"2813","HAR","HAR07",2020,2020-05-12,2020-05-26,14,"HAR072020","spring","HAR072020_2020-05-12",1,140
"2814","HAR","HAR08",2020,2020-05-12,2020-05-26,14,"HAR082020","spring","HAR082020_2020-05-12",0,140
"2815","HAR","HAR09",2020,2020-05-12,2020-05-26,14,"HAR092020","spring","HAR092020_2020-05-12",0,140
"2816","HAR","HAR10",2020,2020-05-12,2020-05-26,14,"HAR102020","spring","HAR102020_2020-05-12",1,140
"2817","HAR","HAR11",2020,2020-05-12,2020-05-26,14,"HAR112020","spring","HAR112020_2020-05-12",5,140
"2818","HAR","HAR12",2020,2020-05-12,2020-05-26,14,"HAR122020","spring","HAR122020_2020-05-12",0,140
"2819","HAR","HAR13",2020,2020-05-12,2020-05-26,14,"HAR132020","spring","HAR132020_2020-05-12",7,140
"2820","HAR","HAR14",2020,2020-05-12,2020-05-26,14,"HAR142020","spring","HAR142020_2020-05-12",2,140
"2821","HAR","HAR15",2020,2020-05-12,2020-05-26,14,"HAR152020","spring","HAR152020_2020-05-12",6,140
"2822","HAR","HAR16",2020,2020-05-12,2020-05-26,14,"HAR162020","spring","HAR162020_2020-05-12",4,140
"2823","WAN","WAN01",2020,2020-05-12,2020-05-26,14,"WAN012020","spring","WAN012020_2020-05-12",2,140
"2824","WAN","WAN02",2020,2020-05-12,2020-05-26,14,"WAN022020","spring","WAN022020_2020-05-12",6,140
"2825","WAN","WAN03",2020,2020-05-12,2020-05-26,14,"WAN032020","spring","WAN032020_2020-05-12",2,140
"2826","WAN","WAN05",2020,2020-05-12,2020-05-26,14,"WAN052020","spring","WAN052020_2020-05-12",7,140
"2827","WAN","WAN07",2020,2020-05-12,2020-05-26,14,"WAN072020","spring","WAN072020_2020-05-12",0,140
"2828","WAN","WAN08",2020,2020-05-12,2020-05-26,14,"WAN082020","spring","WAN082020_2020-05-12",8,140
"2829","WAN","WAN09",2020,2020-05-12,2020-05-26,14,"WAN092020","spring","WAN092020_2020-05-12",8,140
"2830","WAN","WAN11",2020,2020-05-12,2020-05-26,14,"WAN112020","spring","WAN112020_2020-05-12",0,140
"2831","WAN","WAN14",2020,2020-05-12,2020-05-26,14,"WAN142020","spring","WAN142020_2020-05-12",10,140
"2832","FBG","FBG01",2020,2020-05-13,2020-05-27,14,"FBG012020","spring","FBG012020_2020-05-13",6,141
"2833","FBG","FBG02",2020,2020-05-13,2020-05-27,14,"FBG022020","spring","FBG022020_2020-05-13",7,141
"2834","FBG","FBG03",2020,2020-05-13,2020-05-27,14,"FBG032020","spring","FBG032020_2020-05-13",2,141
"2835","FBG","FBG04",2020,2020-05-13,2020-05-27,14,"FBG042020","spring","FBG042020_2020-05-13",6,141
"2836","FBG","FBG06",2020,2020-05-13,2020-05-27,14,"FBG062020","spring","FBG062020_2020-05-13",0,141
"2837","FBG","FBG07",2020,2020-05-13,2020-05-27,14,"FBG072020","spring","FBG072020_2020-05-13",0,141
"2838","FBG","FBG08",2020,2020-05-13,2020-05-27,14,"FBG082020","spring","FBG082020_2020-05-13",0,141
"2839","FBG","FBG09",2020,2020-05-13,2020-05-27,14,"FBG092020","spring","FBG092020_2020-05-13",1,141
"2840","FBG","FBG10",2020,2020-05-13,2020-05-27,14,"FBG102020","spring","FBG102020_2020-05-13",8,141
"2841","FBG","FBG11",2020,2020-05-13,2020-05-27,14,"FBG112020","spring","FBG112020_2020-05-13",2,141
"2842","FBG","FBG12",2020,2020-05-13,2020-05-27,14,"FBG122020","spring","FBG122020_2020-05-13",0,141
"2843","FBG","FBG13",2020,2020-05-13,2020-05-27,14,"FBG132020","spring","FBG132020_2020-05-13",6,141
"2844","FBG","FBG14",2020,2020-05-13,2020-05-27,14,"FBG142020","spring","FBG142020_2020-05-13",7,141
"2845","FBG","FBG15",2020,2020-05-13,2020-05-27,14,"FBG152020","spring","FBG152020_2020-05-13",1,141
"2846","FBG","FBG16",2020,2020-05-13,2020-05-27,14,"FBG162020","spring","FBG162020_2020-05-13",6,141
"2847","SST","SST01",2020,2020-05-13,2020-05-27,14,"SST012020","spring","SST012020_2020-05-13",1,141
"2848","SST","SST02",2020,2020-05-13,2020-05-27,14,"SST022020","spring","SST022020_2020-05-13",2,141
"2849","SST","SST03",2020,2020-05-13,2020-05-27,14,"SST032020","spring","SST032020_2020-05-13",1,141
"2850","SST","SST04",2020,2020-05-13,2020-05-27,14,"SST042020","spring","SST042020_2020-05-13",9,141
"2851","SST","SST05",2020,2020-05-13,2020-05-27,14,"SST052020","spring","SST052020_2020-05-13",2,141
"2852","SST","SST06",2020,2020-05-13,2020-05-27,14,"SST062020","spring","SST062020_2020-05-13",1,141
"2853","SST","SST07",2020,2020-05-13,2020-05-27,14,"SST072020","spring","SST072020_2020-05-13",0,141
"2854","SST","SST08",2020,2020-05-13,2020-05-27,14,"SST082020","spring","SST082020_2020-05-13",24,141
"2855","SST","SST09",2020,2020-05-13,2020-05-27,14,"SST092020","spring","SST092020_2020-05-13",4,141
"2856","SST","SST10",2020,2020-05-13,2020-05-27,14,"SST102020","spring","SST102020_2020-05-13",7,141
"2857","SST","SST11",2020,2020-05-13,2020-05-27,14,"SST112020","spring","SST112020_2020-05-13",5,141
"2858","SST","SST12",2020,2020-05-13,2020-05-27,14,"SST122020","spring","SST122020_2020-05-13",4,141
"2859","SST","SST13",2020,2020-05-13,2020-05-27,14,"SST132020","spring","SST132020_2020-05-13",13,141
"2860","SST","SST14",2020,2020-05-13,2020-05-27,14,"SST142020","spring","SST142020_2020-05-13",2,141
"2861","SST","SST15",2020,2020-05-13,2020-05-27,14,"SST152020","spring","SST152020_2020-05-13",1,141
"2862","SST","SST16",2020,2020-05-13,2020-05-27,14,"SST162020","spring","SST162020_2020-05-13",5,141
"2863","GFH","GFH01",2020,2020-05-14,2020-05-29,15,"GFH012020","spring","GFH012020_2020-05-14",3,142.5
"2864","GFH","GFH02",2020,2020-05-14,2020-05-29,15,"GFH022020","spring","GFH022020_2020-05-14",1,142.5
"2865","GFH","GFH03",2020,2020-05-14,2020-05-29,15,"GFH032020","spring","GFH032020_2020-05-14",2,142.5
"2866","GFH","GFH04",2020,2020-05-14,2020-05-29,15,"GFH042020","spring","GFH042020_2020-05-14",8,142.5
"2867","GFH","GFH05",2020,2020-05-14,2020-05-29,15,"GFH052020","spring","GFH052020_2020-05-14",8,142.5
"2868","GFH","GFH06",2020,2020-05-14,2020-05-29,15,"GFH062020","spring","GFH062020_2020-05-14",0,142.5
"2869","GFH","GFH08",2020,2020-05-14,2020-05-29,15,"GFH082020","spring","GFH082020_2020-05-14",0,142.5
"2870","GFH","GFH09",2020,2020-05-14,2020-05-29,15,"GFH092020","spring","GFH092020_2020-05-14",2,142.5
"2871","GFH","GFH10",2020,2020-05-14,2020-05-29,15,"GFH102020","spring","GFH102020_2020-05-14",6,142.5
"2872","GFH","GFH11",2020,2020-05-14,2020-05-29,15,"GFH112020","spring","GFH112020_2020-05-14",1,142.5
"2873","GFH","GFH12",2020,2020-05-14,2020-05-29,15,"GFH122020","spring","GFH122020_2020-05-14",0,142.5
"2874","GFH","GFH13",2020,2020-05-14,2020-05-29,15,"GFH132020","spring","GFH132020_2020-05-14",5,142.5
"2875","GFH","GFH14",2020,2020-05-14,2020-05-29,15,"GFH142020","spring","GFH142020_2020-05-14",1,142.5
"2876","GFH","GFH15",2020,2020-05-14,2020-05-29,15,"GFH152020","spring","GFH152020_2020-05-14",3,142.5
"2877","GFH","GFH16",2020,2020-05-14,2020-05-29,15,"GFH162020","spring","GFH162020_2020-05-14",50,142.5
"2878","SIP","SIP01",2020,2020-05-14,2020-05-29,15,"SIP012020","spring","SIP012020_2020-05-14",0,142.5
"2879","SIP","SIP02",2020,2020-05-14,2020-05-29,15,"SIP022020","spring","SIP022020_2020-05-14",1,142.5
"2880","SIP","SIP03",2020,2020-05-14,2020-05-29,15,"SIP032020","spring","SIP032020_2020-05-14",1,142.5
"2881","SIP","SIP05",2020,2020-05-14,2020-05-29,15,"SIP052020","spring","SIP052020_2020-05-14",0,142.5
"2882","SIP","SIP06",2020,2020-05-14,2020-05-29,15,"SIP062020","spring","SIP062020_2020-05-14",0,142.5
"2883","SIP","SIP07",2020,2020-05-14,2020-05-29,15,"SIP072020","spring","SIP072020_2020-05-14",4,142.5
"2884","SIP","SIP08",2020,2020-05-14,2020-05-29,15,"SIP082020","spring","SIP082020_2020-05-14",0,142.5
"2885","SIP","SIP09",2020,2020-05-14,2020-05-29,15,"SIP092020","spring","SIP092020_2020-05-14",0,142.5
"2886","SIP","SIP10",2020,2020-05-14,2020-05-29,15,"SIP102020","spring","SIP102020_2020-05-14",1,142.5
"2887","SIP","SIP12",2020,2020-05-14,2020-05-29,15,"SIP122020","spring","SIP122020_2020-05-14",0,142.5
"2888","SIP","SIP13",2020,2020-05-14,2020-05-29,15,"SIP132020","spring","SIP132020_2020-05-14",1,142.5
"2889","SIP","SIP14",2020,2020-05-14,2020-05-29,15,"SIP142020","spring","SIP142020_2020-05-14",0,142.5
"2890","SIP","SIP15",2020,2020-05-14,2020-05-29,15,"SIP152020","spring","SIP152020_2020-05-14",0,142.5
"2891","SIP","SIP16",2020,2020-05-14,2020-05-29,15,"SIP162020","spring","SIP162020_2020-05-14",0,142.5
"2892","HAR","HAR01",2021,2021-04-13,2021-04-27,14,"HAR012021","spring","HAR012021_2021-04-13",1,110
"2893","HAR","HAR02",2021,2021-04-13,2021-04-27,14,"HAR022021","spring","HAR022021_2021-04-13",0,110
"2894","HAR","HAR03",2021,2021-04-13,2021-04-27,14,"HAR032021","spring","HAR032021_2021-04-13",0,110
"2895","HAR","HAR04",2021,2021-04-13,2021-04-27,14,"HAR042021","spring","HAR042021_2021-04-13",0,110
"2896","HAR","HAR05",2021,2021-04-13,2021-04-27,14,"HAR052021","spring","HAR052021_2021-04-13",2,110
"2897","HAR","HAR06",2021,2021-04-13,2021-04-27,14,"HAR062021","spring","HAR062021_2021-04-13",1,110
"2898","HAR","HAR07",2021,2021-04-13,2021-04-27,14,"HAR072021","spring","HAR072021_2021-04-13",0,110
"2899","HAR","HAR08",2021,2021-04-13,2021-04-27,14,"HAR082021","spring","HAR082021_2021-04-13",4,110
"2900","HAR","HAR09",2021,2021-04-13,2021-04-27,14,"HAR092021","spring","HAR092021_2021-04-13",3,110
"2901","HAR","HAR10",2021,2021-04-13,2021-04-27,14,"HAR102021","spring","HAR102021_2021-04-13",0,110
"2902","HAR","HAR11",2021,2021-04-13,2021-04-27,14,"HAR112021","spring","HAR112021_2021-04-13",25,110
"2903","HAR","HAR12",2021,2021-04-13,2021-04-27,14,"HAR122021","spring","HAR122021_2021-04-13",0,110
"2904","HAR","HAR14",2021,2021-04-13,2021-04-27,14,"HAR142021","spring","HAR142021_2021-04-13",7,110
"2905","HAR","HAR15",2021,2021-04-13,2021-04-27,14,"HAR152021","spring","HAR152021_2021-04-13",4,110
"2906","HAR","HAR16",2021,2021-04-13,2021-04-27,14,"HAR162021","spring","HAR162021_2021-04-13",3,110
"2907","WAN","WAN01",2021,2021-04-13,2021-04-27,14,"WAN012021","spring","WAN012021_2021-04-13",15,110
"2908","WAN","WAN02",2021,2021-04-13,2021-04-27,14,"WAN022021","spring","WAN022021_2021-04-13",14,110
"2909","WAN","WAN03",2021,2021-04-13,2021-04-27,14,"WAN032021","spring","WAN032021_2021-04-13",0,110
"2910","WAN","WAN04",2021,2021-04-13,2021-04-27,14,"WAN042021","spring","WAN042021_2021-04-13",0,110
"2911","WAN","WAN05",2021,2021-04-13,2021-04-27,14,"WAN052021","spring","WAN052021_2021-04-13",5,110
"2912","WAN","WAN06",2021,2021-04-13,2021-04-27,14,"WAN062021","spring","WAN062021_2021-04-13",1,110
"2913","WAN","WAN07",2021,2021-04-13,2021-04-27,14,"WAN072021","spring","WAN072021_2021-04-13",0,110
"2914","WAN","WAN08",2021,2021-04-13,2021-04-27,14,"WAN082021","spring","WAN082021_2021-04-13",0,110
"2915","WAN","WAN09",2021,2021-04-13,2021-04-27,14,"WAN092021","spring","WAN092021_2021-04-13",2,110
"2916","WAN","WAN10",2021,2021-04-13,2021-04-27,14,"WAN102021","spring","WAN102021_2021-04-13",0,110
"2917","WAN","WAN11",2021,2021-04-13,2021-04-27,14,"WAN112021","spring","WAN112021_2021-04-13",1,110
"2918","WAN","WAN13",2021,2021-04-13,2021-04-27,14,"WAN132021","spring","WAN132021_2021-04-13",0,110
"2919","WAN","WAN14",2021,2021-04-13,2021-04-27,14,"WAN142021","spring","WAN142021_2021-04-13",1,110
"2920","WAN","WAN15",2021,2021-04-13,2021-04-27,14,"WAN152021","spring","WAN152021_2021-04-13",1,110
"2921","WAN","WAN16",2021,2021-04-13,2021-04-27,14,"WAN162021","spring","WAN162021_2021-04-13",3,110
"2922","GFH","GFH01",2021,2021-04-14,2021-04-28,14,"GFH012021","spring","GFH012021_2021-04-14",0,111
"2923","GFH","GFH02",2021,2021-04-14,2021-04-28,14,"GFH022021","spring","GFH022021_2021-04-14",1,111
"2924","GFH","GFH03",2021,2021-04-14,2021-04-28,14,"GFH032021","spring","GFH032021_2021-04-14",0,111
"2925","GFH","GFH04",2021,2021-04-14,2021-04-28,14,"GFH042021","spring","GFH042021_2021-04-14",2,111
"2926","GFH","GFH05",2021,2021-04-14,2021-04-28,14,"GFH052021","spring","GFH052021_2021-04-14",37,111
"2927","GFH","GFH06",2021,2021-04-14,2021-04-28,14,"GFH062021","spring","GFH062021_2021-04-14",0,111
"2928","GFH","GFH07",2021,2021-04-14,2021-04-28,14,"GFH072021","spring","GFH072021_2021-04-14",6,111
"2929","GFH","GFH08",2021,2021-04-14,2021-04-28,14,"GFH082021","spring","GFH082021_2021-04-14",0,111
"2930","GFH","GFH09",2021,2021-04-14,2021-04-28,14,"GFH092021","spring","GFH092021_2021-04-14",2,111
"2931","GFH","GFH10",2021,2021-04-14,2021-04-28,14,"GFH102021","spring","GFH102021_2021-04-14",0,111
"2932","GFH","GFH11",2021,2021-04-14,2021-04-28,14,"GFH112021","spring","GFH112021_2021-04-14",0,111
"2933","GFH","GFH12",2021,2021-04-14,2021-04-28,14,"GFH122021","spring","GFH122021_2021-04-14",0,111
"2934","GFH","GFH13",2021,2021-04-14,2021-04-28,14,"GFH132021","spring","GFH132021_2021-04-14",2,111
"2935","GFH","GFH14",2021,2021-04-14,2021-04-28,14,"GFH142021","spring","GFH142021_2021-04-14",1,111
"2936","GFH","GFH15",2021,2021-04-14,2021-04-28,14,"GFH152021","spring","GFH152021_2021-04-14",1,111
"2937","GFH","GFH16",2021,2021-04-14,2021-04-28,14,"GFH162021","spring","GFH162021_2021-04-14",6,111
"2938","SIP","SIP01",2021,2021-04-14,2021-04-28,14,"SIP012021","spring","SIP012021_2021-04-14",1,111
"2939","SIP","SIP02",2021,2021-04-14,2021-04-28,14,"SIP022021","spring","SIP022021_2021-04-14",1,111
"2940","SIP","SIP03",2021,2021-04-14,2021-04-28,14,"SIP032021","spring","SIP032021_2021-04-14",0,111
"2941","SIP","SIP05",2021,2021-04-14,2021-04-28,14,"SIP052021","spring","SIP052021_2021-04-14",1,111
"2942","SIP","SIP06",2021,2021-04-14,2021-04-28,14,"SIP062021","spring","SIP062021_2021-04-14",0,111
"2943","SIP","SIP07",2021,2021-04-14,2021-04-28,14,"SIP072021","spring","SIP072021_2021-04-14",0,111
"2944","SIP","SIP08",2021,2021-04-14,2021-04-28,14,"SIP082021","spring","SIP082021_2021-04-14",1,111
"2945","SIP","SIP09",2021,2021-04-14,2021-04-28,14,"SIP092021","spring","SIP092021_2021-04-14",0,111
"2946","SIP","SIP10",2021,2021-04-14,2021-04-28,14,"SIP102021","spring","SIP102021_2021-04-14",0,111
"2947","SIP","SIP11",2021,2021-04-14,2021-04-28,14,"SIP112021","spring","SIP112021_2021-04-14",0,111
"2948","SIP","SIP12",2021,2021-04-14,2021-04-28,14,"SIP122021","spring","SIP122021_2021-04-14",0,111
"2949","SIP","SIP13",2021,2021-04-14,2021-04-28,14,"SIP132021","spring","SIP132021_2021-04-14",0,111
"2950","SIP","SIP14",2021,2021-04-14,2021-04-28,14,"SIP142021","spring","SIP142021_2021-04-14",1,111
"2951","SIP","SIP15",2021,2021-04-14,2021-04-28,14,"SIP152021","spring","SIP152021_2021-04-14",0,111
"2952","SIP","SIP16",2021,2021-04-14,2021-04-28,14,"SIP162021","spring","SIP162021_2021-04-14",0,111
"2953","FBG","FBG01",2021,2021-04-15,2021-04-29,14,"FBG012021","spring","FBG012021_2021-04-15",9,112
"2954","FBG","FBG02",2021,2021-04-15,2021-04-29,14,"FBG022021","spring","FBG022021_2021-04-15",12,112
"2955","FBG","FBG03",2021,2021-04-15,2021-04-29,14,"FBG032021","spring","FBG032021_2021-04-15",0,112
"2956","FBG","FBG04",2021,2021-04-15,2021-04-29,14,"FBG042021","spring","FBG042021_2021-04-15",0,112
"2957","FBG","FBG06",2021,2021-04-15,2021-04-29,14,"FBG062021","spring","FBG062021_2021-04-15",3,112
"2958","FBG","FBG07",2021,2021-04-15,2021-04-29,14,"FBG072021","spring","FBG072021_2021-04-15",1,112
"2959","FBG","FBG09",2021,2021-04-15,2021-04-29,14,"FBG092021","spring","FBG092021_2021-04-15",1,112
"2960","FBG","FBG10",2021,2021-04-15,2021-04-29,14,"FBG102021","spring","FBG102021_2021-04-15",9,112
"2961","FBG","FBG11",2021,2021-04-15,2021-04-29,14,"FBG112021","spring","FBG112021_2021-04-15",1,112
"2962","FBG","FBG12",2021,2021-04-15,2021-04-29,14,"FBG122021","spring","FBG122021_2021-04-15",3,112
"2963","FBG","FBG13",2021,2021-04-15,2021-04-29,14,"FBG132021","spring","FBG132021_2021-04-15",0,112
"2964","FBG","FBG14",2021,2021-04-15,2021-04-29,14,"FBG142021","spring","FBG142021_2021-04-15",0,112
"2965","FBG","FBG15",2021,2021-04-15,2021-04-29,14,"FBG152021","spring","FBG152021_2021-04-15",1,112
"2966","FBG","FBG16",2021,2021-04-15,2021-04-29,14,"FBG162021","spring","FBG162021_2021-04-15",53,112
"2967","SST","SST01",2021,2021-04-15,2021-04-29,14,"SST012021","spring","SST012021_2021-04-15",31,112
"2968","SST","SST02",2021,2021-04-15,2021-04-29,14,"SST022021","spring","SST022021_2021-04-15",1,112
"2969","SST","SST03",2021,2021-04-15,2021-04-29,14,"SST032021","spring","SST032021_2021-04-15",13,112
"2970","SST","SST04",2021,2021-04-15,2021-04-29,14,"SST042021","spring","SST042021_2021-04-15",181,112
"2971","SST","SST05",2021,2021-04-15,2021-04-29,14,"SST052021","spring","SST052021_2021-04-15",1,112
"2972","SST","SST06",2021,2021-04-15,2021-04-29,14,"SST062021","spring","SST062021_2021-04-15",8,112
"2973","SST","SST07",2021,2021-04-15,2021-04-29,14,"SST072021","spring","SST072021_2021-04-15",11,112
"2974","SST","SST08",2021,2021-04-15,2021-04-29,14,"SST082021","spring","SST082021_2021-04-15",8,112
"2975","SST","SST09",2021,2021-04-15,2021-04-29,14,"SST092021","spring","SST092021_2021-04-15",0,112
"2976","SST","SST10",2021,2021-04-15,2021-04-29,14,"SST102021","spring","SST102021_2021-04-15",2,112
"2977","SST","SST11",2021,2021-04-15,2021-04-29,14,"SST112021","spring","SST112021_2021-04-15",16,112
"2978","SST","SST12",2021,2021-04-15,2021-04-29,14,"SST122021","spring","SST122021_2021-04-15",5,112
"2979","SST","SST13",2021,2021-04-15,2021-04-29,14,"SST132021","spring","SST132021_2021-04-15",2,112
"2980","SST","SST14",2021,2021-04-15,2021-04-29,14,"SST142021","spring","SST142021_2021-04-15",0,112
"2981","SST","SST15",2021,2021-04-15,2021-04-29,14,"SST152021","spring","SST152021_2021-04-15",2,112
"2982","SST","SST16",2021,2021-04-15,2021-04-29,14,"SST162021","spring","SST162021_2021-04-15",3,112
"2983","HAR","HAR01",2021,2021-04-27,2021-05-11,14,"HAR012021","spring","HAR012021_2021-04-27",0,124
"2984","HAR","HAR02",2021,2021-04-27,2021-05-11,14,"HAR022021","spring","HAR022021_2021-04-27",0,124
"2985","HAR","HAR03",2021,2021-04-27,2021-05-11,14,"HAR032021","spring","HAR032021_2021-04-27",0,124
"2986","HAR","HAR04",2021,2021-04-27,2021-05-11,14,"HAR042021","spring","HAR042021_2021-04-27",0,124
"2987","HAR","HAR05",2021,2021-04-27,2021-05-11,14,"HAR052021","spring","HAR052021_2021-04-27",2,124
"2988","HAR","HAR06",2021,2021-04-27,2021-05-11,14,"HAR062021","spring","HAR062021_2021-04-27",13,124
"2989","HAR","HAR07",2021,2021-04-27,2021-05-11,14,"HAR072021","spring","HAR072021_2021-04-27",0,124
"2990","HAR","HAR08",2021,2021-04-27,2021-05-11,14,"HAR082021","spring","HAR082021_2021-04-27",0,124
"2991","HAR","HAR09",2021,2021-04-27,2021-05-11,14,"HAR092021","spring","HAR092021_2021-04-27",1,124
"2992","HAR","HAR10",2021,2021-04-27,2021-05-11,14,"HAR102021","spring","HAR102021_2021-04-27",1,124
"2993","HAR","HAR11",2021,2021-04-27,2021-05-11,14,"HAR112021","spring","HAR112021_2021-04-27",0,124
"2994","HAR","HAR12",2021,2021-04-27,2021-05-11,14,"HAR122021","spring","HAR122021_2021-04-27",0,124
"2995","HAR","HAR13",2021,2021-04-27,2021-05-11,14,"HAR132021","spring","HAR132021_2021-04-27",10,124
"2996","HAR","HAR14",2021,2021-04-27,2021-05-11,14,"HAR142021","spring","HAR142021_2021-04-27",2,124
"2997","HAR","HAR15",2021,2021-04-27,2021-05-11,14,"HAR152021","spring","HAR152021_2021-04-27",10,124
"2998","HAR","HAR16",2021,2021-04-27,2021-05-11,14,"HAR162021","spring","HAR162021_2021-04-27",2,124
"2999","WAN","WAN01",2021,2021-04-27,2021-05-11,14,"WAN012021","spring","WAN012021_2021-04-27",10,124
"3000","WAN","WAN02",2021,2021-04-27,2021-05-11,14,"WAN022021","spring","WAN022021_2021-04-27",13,124
"3001","WAN","WAN03",2021,2021-04-27,2021-05-11,14,"WAN032021","spring","WAN032021_2021-04-27",0,124
"3002","WAN","WAN04",2021,2021-04-27,2021-05-11,14,"WAN042021","spring","WAN042021_2021-04-27",0,124
"3003","WAN","WAN05",2021,2021-04-27,2021-05-11,14,"WAN052021","spring","WAN052021_2021-04-27",1,124
"3004","WAN","WAN06",2021,2021-04-27,2021-05-11,14,"WAN062021","spring","WAN062021_2021-04-27",0,124
"3005","WAN","WAN07",2021,2021-04-27,2021-05-11,14,"WAN072021","spring","WAN072021_2021-04-27",0,124
"3006","WAN","WAN08",2021,2021-04-27,2021-05-11,14,"WAN082021","spring","WAN082021_2021-04-27",0,124
"3007","WAN","WAN09",2021,2021-04-27,2021-05-11,14,"WAN092021","spring","WAN092021_2021-04-27",0,124
"3008","WAN","WAN10",2021,2021-04-27,2021-05-11,14,"WAN102021","spring","WAN102021_2021-04-27",0,124
"3009","WAN","WAN11",2021,2021-04-27,2021-05-11,14,"WAN112021","spring","WAN112021_2021-04-27",1,124
"3010","WAN","WAN14",2021,2021-04-27,2021-05-11,14,"WAN142021","spring","WAN142021_2021-04-27",6,124
"3011","WAN","WAN15",2021,2021-04-27,2021-05-11,14,"WAN152021","spring","WAN152021_2021-04-27",0,124
"3012","WAN","WAN16",2021,2021-04-27,2021-05-11,14,"WAN162021","spring","WAN162021_2021-04-27",0,124
"3013","GFH","GFH01",2021,2021-04-28,2021-05-12,14,"GFH012021","spring","GFH012021_2021-04-28",0,125
"3014","GFH","GFH02",2021,2021-04-28,2021-05-12,14,"GFH022021","spring","GFH022021_2021-04-28",1,125
"3015","GFH","GFH03",2021,2021-04-28,2021-05-12,14,"GFH032021","spring","GFH032021_2021-04-28",1,125
"3016","GFH","GFH04",2021,2021-04-28,2021-05-12,14,"GFH042021","spring","GFH042021_2021-04-28",1,125
"3017","GFH","GFH05",2021,2021-04-28,2021-05-12,14,"GFH052021","spring","GFH052021_2021-04-28",17,125
"3018","GFH","GFH06",2021,2021-04-28,2021-05-12,14,"GFH062021","spring","GFH062021_2021-04-28",0,125
"3019","GFH","GFH07",2021,2021-04-28,2021-05-12,14,"GFH072021","spring","GFH072021_2021-04-28",1,125
"3020","GFH","GFH08",2021,2021-04-28,2021-05-12,14,"GFH082021","spring","GFH082021_2021-04-28",0,125
"3021","GFH","GFH09",2021,2021-04-28,2021-05-12,14,"GFH092021","spring","GFH092021_2021-04-28",0,125
"3022","GFH","GFH10",2021,2021-04-28,2021-05-12,14,"GFH102021","spring","GFH102021_2021-04-28",0,125
"3023","GFH","GFH11",2021,2021-04-28,2021-05-12,14,"GFH112021","spring","GFH112021_2021-04-28",1,125
"3024","GFH","GFH12",2021,2021-04-28,2021-05-12,14,"GFH122021","spring","GFH122021_2021-04-28",0,125
"3025","GFH","GFH13",2021,2021-04-28,2021-05-12,14,"GFH132021","spring","GFH132021_2021-04-28",1,125
"3026","GFH","GFH14",2021,2021-04-28,2021-05-12,14,"GFH142021","spring","GFH142021_2021-04-28",2,125
"3027","GFH","GFH15",2021,2021-04-28,2021-05-12,14,"GFH152021","spring","GFH152021_2021-04-28",27,125
"3028","GFH","GFH16",2021,2021-04-28,2021-05-12,14,"GFH162021","spring","GFH162021_2021-04-28",0,125
"3029","SIP","SIP01",2021,2021-04-28,2021-05-12,14,"SIP012021","spring","SIP012021_2021-04-28",1,125
"3030","SIP","SIP02",2021,2021-04-28,2021-05-12,14,"SIP022021","spring","SIP022021_2021-04-28",0,125
"3031","SIP","SIP03",2021,2021-04-28,2021-05-12,14,"SIP032021","spring","SIP032021_2021-04-28",0,125
"3032","SIP","SIP05",2021,2021-04-28,2021-05-12,14,"SIP052021","spring","SIP052021_2021-04-28",0,125
"3033","SIP","SIP06",2021,2021-04-28,2021-05-12,14,"SIP062021","spring","SIP062021_2021-04-28",1,125
"3034","SIP","SIP07",2021,2021-04-28,2021-05-12,14,"SIP072021","spring","SIP072021_2021-04-28",0,125
"3035","SIP","SIP08",2021,2021-04-28,2021-05-12,14,"SIP082021","spring","SIP082021_2021-04-28",0,125
"3036","SIP","SIP09",2021,2021-04-28,2021-05-12,14,"SIP092021","spring","SIP092021_2021-04-28",0,125
"3037","SIP","SIP10",2021,2021-04-28,2021-05-12,14,"SIP102021","spring","SIP102021_2021-04-28",0,125
"3038","SIP","SIP11",2021,2021-04-28,2021-05-12,14,"SIP112021","spring","SIP112021_2021-04-28",0,125
"3039","SIP","SIP12",2021,2021-04-28,2021-05-12,14,"SIP122021","spring","SIP122021_2021-04-28",1,125
"3040","SIP","SIP13",2021,2021-04-28,2021-05-12,14,"SIP132021","spring","SIP132021_2021-04-28",1,125
"3041","SIP","SIP14",2021,2021-04-28,2021-05-12,14,"SIP142021","spring","SIP142021_2021-04-28",1,125
"3042","SIP","SIP16",2021,2021-04-28,2021-05-12,14,"SIP162021","spring","SIP162021_2021-04-28",0,125
"3043","FBG","FBG01",2021,2021-04-29,2021-05-13,14,"FBG012021","spring","FBG012021_2021-04-29",5,126
"3044","FBG","FBG02",2021,2021-04-29,2021-05-13,14,"FBG022021","spring","FBG022021_2021-04-29",26,126
"3045","FBG","FBG03",2021,2021-04-29,2021-05-13,14,"FBG032021","spring","FBG032021_2021-04-29",0,126
"3046","FBG","FBG04",2021,2021-04-29,2021-05-13,14,"FBG042021","spring","FBG042021_2021-04-29",0,126
"3047","FBG","FBG05",2021,2021-04-29,2021-05-13,14,"FBG052021","spring","FBG052021_2021-04-29",2,126
"3048","FBG","FBG06",2021,2021-04-29,2021-05-13,14,"FBG062021","spring","FBG062021_2021-04-29",1,126
