"","landscape","site","year","uniqueID","spring.start","spring.end","spring.gap.start","spring.gap.end","spring.exposure","summer.start","summer.end","summer.gap.start","summer.gap.end","summer.exposure","total.exposure","honey.bee.abund"
"385","FBG","FBG05",2014,"FBG052014",2014-04-14,2014-05-26,NA,NA,42,2014-07-28,2014-08-26,NA,NA,29,71,7
"386","FBG","FBG06",2014,"FBG062014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7
"387","FBG","FBG07",2014,"FBG072014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,13
"388","FBG","FBG08",2014,"FBG082014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,0
"389","FBG","FBG09",2014,"FBG092014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7
"390","FBG","FBG10",2014,"FBG102014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7
"391","FBG","FBG11",2014,"FBG112014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,4
"392","FBG","FBG12",2014,"FBG122014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,4
"393","FBG","FBG13",2014,"FBG132014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,12
"394","FBG","FBG14",2014,"FBG142014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7
"395","FBG","FBG15",2014,"FBG152014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,7
"396","FBG","FBG16",2014,"FBG162014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,6
"397","GFH","GFH01",2014,"GFH012014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-12,NA,NA,29,71,2
"398","GFH","GFH02",2014,"GFH022014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-07-30,NA,NA,16,58,1
"399","GFH","GFH03",2014,"GFH032014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,17
"400","GFH","GFH04",2014,"GFH042014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,18
"401","GFH","GFH05",2014,"GFH052014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-12,NA,NA,29,71,5
"402","GFH","GFH06",2014,"GFH062014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,0
"403","GFH","GFH07",2014,"GFH072014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,9
"404","GFH","GFH08",2014,"GFH082014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,15
"405","GFH","GFH09",2014,"GFH092014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,5
"406","GFH","GFH10",2014,"GFH102014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-07-30,NA,NA,16,58,1
"407","GFH","GFH11",2014,"GFH112014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,14
"408","GFH","GFH12",2014,"GFH122014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,30
"409","GFH","GFH13",2014,"GFH132014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,9
"410","GFH","GFH14",2014,"GFH142014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,3
"411","GFH","GFH15",2014,"GFH152014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,51
"412","GFH","GFH16",2014,"GFH162014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-12,NA,NA,29,71,5
"413","HAR","HAR01",2014,"HAR012014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-14,NA,NA,30,72,0
"414","HAR","HAR02",2014,"HAR022014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-14,NA,NA,30,72,1
"415","HAR","HAR03",2014,"HAR032014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,8
"416","HAR","HAR04",2014,"HAR042014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,5
"417","HAR","HAR05",2014,"HAR052014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,19
"418","HAR","HAR06",2014,"HAR062014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,14
"419","HAR","HAR07",2014,"HAR072014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,20
"420","HAR","HAR08",2014,"HAR082014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,4
"421","HAR","HAR09",2014,"HAR092014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,7
"422","HAR","HAR10",2014,"HAR102014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,36
"423","HAR","HAR11",2014,"HAR112014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-14,NA,NA,30,72,196
"424","HAR","HAR12",2014,"HAR122014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,25
"425","HAR","HAR13",2014,"HAR132014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,27
"426","HAR","HAR14",2014,"HAR142014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,26
"427","HAR","HAR15",2014,"HAR152014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,16
"428","HAR","HAR16",2014,"HAR162014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,381
"429","SIP","SIP01",2014,"SIP012014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,1
"430","SIP","SIP02",2014,"SIP022014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,10
"431","SIP","SIP03",2014,"SIP032014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,0
"432","SIP","SIP05",2014,"SIP052014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,0
"433","SIP","SIP06",2014,"SIP062014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,1
"434","SIP","SIP07",2014,"SIP072014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-12,NA,NA,29,71,3
"435","SIP","SIP08",2014,"SIP082014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,0
"436","SIP","SIP09",2014,"SIP092014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-07-30,NA,NA,16,58,0
"437","SIP","SIP10",2014,"SIP102014",2014-04-16,2014-05-28,NA,NA,42,2014-07-30,2014-08-12,NA,NA,13,55,0
"438","SIP","SIP11",2014,"SIP112014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,2
"439","SIP","SIP12",2014,"SIP122014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,3
"440","SIP","SIP13",2014,"SIP132014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-07-30,NA,NA,16,58,0
"441","SIP","SIP14",2014,"SIP142014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,1
"442","SIP","SIP15",2014,"SIP152014",2014-04-16,2014-05-28,NA,NA,42,2014-07-14,2014-08-27,NA,NA,44,86,4
"443","SIP","SIP16",2014,"SIP162014",2014-04-16,2014-05-28,NA,NA,42,2014-07-30,2014-08-27,NA,NA,28,70,2
"444","SST","SST01",2014,"SST012014",2014-04-28,2014-05-26,NA,NA,28,2014-07-14,2014-08-26,NA,NA,43,71,5
"445","SST","SST02",2014,"SST022014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,1
"446","SST","SST03",2014,"SST032014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,14
"447","SST","SST04",2014,"SST042014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,31
"448","SST","SST05",2014,"SST052014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,10
"449","SST","SST06",2014,"SST062014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,3
"450","SST","SST07",2014,"SST072014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,2
"451","SST","SST08",2014,"SST082014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,6
"452","SST","SST09",2014,"SST092014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,1
"453","SST","SST10",2014,"SST102014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,31
"454","SST","SST11",2014,"SST112014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-13,NA,NA,30,72,0
"455","SST","SST12",2014,"SST122014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,2014-07-28,2014-08-13,27,69,1
"456","SST","SST13",2014,"SST132014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,NA,NA,43,85,8
"457","SST","SST14",2014,"SST142014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-13,NA,NA,30,72,1
"458","SST","SST15",2014,"SST152014",2014-04-14,2014-05-26,NA,NA,42,2014-07-28,2014-08-13,NA,NA,16,58,2
"459","SST","SST16",2014,"SST162014",2014-04-14,2014-05-26,NA,NA,42,2014-07-14,2014-08-26,2014-07-28,2014-08-13,27,69,1
"460","WAN","WAN01",2014,"WAN012014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,12
"461","WAN","WAN02",2014,"WAN022014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,11
"462","WAN","WAN03",2014,"WAN032014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,10
"463","WAN","WAN04",2014,"WAN042014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,6
"464","WAN","WAN05",2014,"WAN052014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,2
"465","WAN","WAN06",2014,"WAN062014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,15
"466","WAN","WAN07",2014,"WAN072014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,12
"467","WAN","WAN08",2014,"WAN082014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,1
"468","WAN","WAN09",2014,"WAN092014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,4
"469","WAN","WAN10",2014,"WAN102014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,7
"470","WAN","WAN11",2014,"WAN112014",2014-04-15,2014-05-13,NA,NA,28,2014-07-15,2014-08-25,NA,NA,41,69,3
"471","WAN","WAN12",2014,"WAN122014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,32
"472","WAN","WAN13",2014,"WAN132014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,6
"473","WAN","WAN14",2014,"WAN142014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,2014-07-29,2014-08-14,25,67,7
"474","WAN","WAN15",2014,"WAN152014",2014-04-15,2014-05-27,NA,NA,42,2014-07-29,2014-08-25,NA,NA,27,69,5
"475","WAN","WAN16",2014,"WAN162014",2014-04-15,2014-05-27,NA,NA,42,2014-07-15,2014-08-25,NA,NA,41,83,5
"476","FBG","FBG01",2015,"FBG012015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,3
"477","FBG","FBG02",2015,"FBG022015",2015-04-20,2015-06-01,2015-05-04,2015-05-18,28,2015-07-23,2015-09-02,NA,NA,41,69,18
"478","FBG","FBG03",2015,"FBG032015",2015-04-20,2015-06-01,NA,NA,42,2015-08-03,2015-09-02,NA,NA,30,72,1
"479","FBG","FBG04",2015,"FBG042015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,5
"480","FBG","FBG05",2015,"FBG052015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,7
"481","FBG","FBG06",2015,"FBG062015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,7
"482","FBG","FBG07",2015,"FBG072015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,1
"483","FBG","FBG08",2015,"FBG082015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0
"484","FBG","FBG09",2015,"FBG092015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,3
"485","FBG","FBG10",2015,"FBG102015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,4
"486","FBG","FBG11",2015,"FBG112015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2
"487","FBG","FBG12",2015,"FBG122015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,5
"488","FBG","FBG13",2015,"FBG132015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,22
"489","FBG","FBG14",2015,"FBG142015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,4
"490","FBG","FBG15",2015,"FBG152015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2
"491","FBG","FBG16",2015,"FBG162015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,5
"492","GFH","GFH01",2015,"GFH012015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-08-20,NA,NA,30,73,0
"493","GFH","GFH02",2015,"GFH022015",2015-04-21,2015-06-03,NA,NA,43,2015-08-04,2015-09-01,NA,NA,28,71,2
"494","GFH","GFH03",2015,"GFH032015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,6
"495","GFH","GFH04",2015,"GFH042015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,4
"496","GFH","GFH05",2015,"GFH052015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,9
"497","GFH","GFH06",2015,"GFH062015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,1
"498","GFH","GFH07",2015,"GFH072015",2015-04-21,2015-05-19,NA,NA,28,2015-07-21,2015-09-01,NA,NA,42,70,5
"499","GFH","GFH08",2015,"GFH082015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,6
"500","GFH","GFH09",2015,"GFH092015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,3
"501","GFH","GFH10",2015,"GFH102015",2015-04-21,2015-06-03,NA,NA,43,2015-08-04,2015-09-01,NA,NA,28,71,4
"502","GFH","GFH11",2015,"GFH112015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,12
"503","GFH","GFH12",2015,"GFH122015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,13
"504","GFH","GFH13",2015,"GFH132015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,22
"505","GFH","GFH14",2015,"GFH142015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,4
"506","GFH","GFH15",2015,"GFH152015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,26
"507","GFH","GFH16",2015,"GFH162015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,22
"508","HAR","HAR01",2015,"HAR012015",2015-05-06,2015-06-02,NA,NA,27,2015-07-22,2015-08-31,NA,NA,40,67,2
"509","HAR","HAR02",2015,"HAR022015",2015-04-22,2015-06-02,NA,NA,41,2015-08-05,2015-08-31,NA,NA,26,67,2
"510","HAR","HAR03",2015,"HAR032015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,3
"511","HAR","HAR04",2015,"HAR042015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,2015-08-05,2015-08-18,27,68,1
"512","HAR","HAR05",2015,"HAR052015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,18
"513","HAR","HAR06",2015,"HAR062015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,255
"514","HAR","HAR07",2015,"HAR072015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,5
"515","HAR","HAR08",2015,"HAR082015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,4
"516","HAR","HAR09",2015,"HAR092015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,7
"517","HAR","HAR10",2015,"HAR102015",2015-04-22,2015-06-02,2015-05-06,2015-05-20,27,2015-07-22,2015-08-31,NA,NA,40,67,5
"518","HAR","HAR11",2015,"HAR112015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-05,NA,NA,14,55,49
"519","HAR","HAR12",2015,"HAR122015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,15
"520","HAR","HAR13",2015,"HAR132015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,10
"521","HAR","HAR14",2015,"HAR142015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-18,NA,NA,27,68,15
"522","HAR","HAR15",2015,"HAR152015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,23
"523","HAR","HAR16",2015,"HAR162015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,21
"524","SIP","SIP01",2015,"SIP012015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-08-20,NA,NA,30,73,0
"525","SIP","SIP02",2015,"SIP022015",2015-04-21,2015-06-03,2015-05-05,2015-05-19,29,2015-07-21,2015-09-01,NA,NA,42,71,1
"526","SIP","SIP03",2015,"SIP032015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,2
"527","SIP","SIP05",2015,"SIP052015",2015-04-21,2015-06-03,2015-05-05,2015-05-19,29,2015-07-21,2015-09-01,2015-08-04,2015-08-20,26,55,0
"528","SIP","SIP06",2015,"SIP062015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,17
"529","SIP","SIP07",2015,"SIP072015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,2015-08-04,2015-08-20,26,69,6
"530","SIP","SIP08",2015,"SIP082015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0
"531","SIP","SIP09",2015,"SIP092015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0
"532","SIP","SIP10",2015,"SIP102015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,2015-08-04,2015-08-20,26,69,0
"533","SIP","SIP11",2015,"SIP112015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0
"534","SIP","SIP12",2015,"SIP122015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,1
"535","SIP","SIP13",2015,"SIP132015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0
"536","SIP","SIP14",2015,"SIP142015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,0
"537","SIP","SIP15",2015,"SIP152015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,1
"538","SIP","SIP16",2015,"SIP162015",2015-04-21,2015-06-03,NA,NA,43,2015-07-21,2015-09-01,NA,NA,42,85,4
"539","SST","SST01",2015,"SST012015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0
"540","SST","SST02",2015,"SST022015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0
"541","SST","SST03",2015,"SST032015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2
"542","SST","SST04",2015,"SST042015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,20
"543","SST","SST05",2015,"SST052015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0
"544","SST","SST06",2015,"SST062015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,2015-08-03,2015-08-17,27,69,0
"545","SST","SST07",2015,"SST072015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2
"546","SST","SST08",2015,"SST082015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,9
"547","SST","SST09",2015,"SST092015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0
"548","SST","SST10",2015,"SST102015",2015-04-20,2015-06-01,NA,NA,42,2015-08-03,2015-09-02,NA,NA,30,72,2
"549","SST","SST11",2015,"SST112015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,2
"550","SST","SST12",2015,"SST122015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,0
"551","SST","SST13",2015,"SST132015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,2015-08-03,2015-08-17,27,69,0
"552","SST","SST14",2015,"SST142015",2015-04-20,2015-06-01,NA,NA,42,2015-07-23,2015-09-02,NA,NA,41,83,1
"553","SST","SST15",2015,"SST152015",2015-04-20,2015-06-01,NA,NA,42,2015-08-03,2015-09-02,NA,NA,30,72,0
"554","SST","SST16",2015,"SST162015",2015-04-20,2015-06-01,2015-05-04,2015-05-18,28,2015-07-23,2015-09-02,NA,NA,41,69,0
"555","WAN","WAN01",2015,"WAN012015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,73
"556","WAN","WAN02",2015,"WAN022015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,19
"557","WAN","WAN03",2015,"WAN032015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,8
"558","WAN","WAN04",2015,"WAN042015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,5
"559","WAN","WAN05",2015,"WAN052015",2015-04-22,2015-06-02,NA,NA,41,2015-08-05,2015-08-31,NA,NA,26,67,5
"560","WAN","WAN06",2015,"WAN062015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,25
"561","WAN","WAN07",2015,"WAN072015",2015-04-22,2015-05-20,NA,NA,28,2015-08-05,2015-08-31,NA,NA,26,54,3
"562","WAN","WAN08",2015,"WAN082015",2015-04-22,2015-06-02,NA,NA,41,2015-08-18,2015-08-31,NA,NA,13,54,1
"563","WAN","WAN09",2015,"WAN092015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,26
"564","WAN","WAN10",2015,"WAN102015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,9
"565","WAN","WAN11",2015,"WAN112015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-05,NA,NA,14,55,0
"566","WAN","WAN12",2015,"WAN122015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,0
"567","WAN","WAN13",2015,"WAN132015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,9
"568","WAN","WAN14",2015,"WAN142015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,NA,NA,40,81,17
"569","WAN","WAN15",2015,"WAN152015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-31,2015-08-05,2015-08-18,27,68,7
"570","WAN","WAN16",2015,"WAN162015",2015-04-22,2015-06-02,NA,NA,41,2015-07-22,2015-08-18,NA,NA,27,68,0
"571","FBG","FBG01",2016,"FBG012016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,10
"572","FBG","FBG02",2016,"FBG022016",2016-04-20,2016-06-01,2016-05-04,2016-05-18,28,2016-07-13,2016-08-24,NA,NA,42,70,24
"573","FBG","FBG03",2016,"FBG032016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,3
"574","FBG","FBG04",2016,"FBG042016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-10,NA,NA,28,70,20
"575","FBG","FBG05",2016,"FBG052016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,9
"576","FBG","FBG06",2016,"FBG062016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,13
"577","FBG","FBG07",2016,"FBG072016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,6
"578","FBG","FBG08",2016,"FBG082016",2016-05-04,2016-06-01,NA,NA,28,2016-07-13,2016-08-24,NA,NA,42,70,1
"579","FBG","FBG09",2016,"FBG092016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,2
"580","FBG","FBG10",2016,"FBG102016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,11
"581","FBG","FBG11",2016,"FBG112016",2016-04-20,2016-06-01,NA,NA,42,2016-07-13,2016-08-24,NA,NA,42,84,6
